,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8095238208770752,"{'Basal': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 42}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6111111111111112, 'f1-score': 0.7333333333333334, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.7013888888888888, 'recall': 0.5650793650793651, 'f1-score': 0.5838888888888889, 'support': 84}, 'weighted avg': {'precision': 0.8040674603174602, 'recall': 0.8095238095238095, 'f1-score': 0.7761243386243388, 'support': 84}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.773809552192688,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.7735849056603774, 'recall': 0.9761904761904762, 'f1-score': 0.863157894736842, 'support': 42}, 'LumB': {'precision': 0.631578947368421, 'recall': 0.6666666666666666, 'f1-score': 0.6486486486486486, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6810327706057597, 'recall': 0.5142857142857142, 'f1-score': 0.5283613086770982, 'support': 84}, 'weighted avg': {'precision': 0.7721307986948505, 'recall': 0.7738095238095238, 'f1-score': 0.73807508636456, 'support': 84}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.7857142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.7647058823529411, 'recall': 0.9285714285714286, 'f1-score': 0.8387096774193549, 'support': 42}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.3888888888888889, 'f1-score': 0.4666666666666666, 'support': 18}, 'Normal': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.8029411764705883, 'recall': 0.7253968253968253, 'f1-score': 0.7536678614097969, 'support': 84}, 'weighted avg': {'precision': 0.7811624649859945, 'recall': 0.7857142857142857, 'f1-score': 0.7731026341241394, 'support': 84}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.738095223903656,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.7254901960784313, 'recall': 0.8809523809523809, 'f1-score': 0.7956989247311828, 'support': 42}, 'LumB': {'precision': 0.5625, 'recall': 0.5, 'f1-score': 0.5294117647058824, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.6433123249299719, 'recall': 0.5476190476190477, 'f1-score': 0.5707364236016987, 'support': 84}, 'weighted avg': {'precision': 0.7213760504201681, 'recall': 0.7380952380952381, 'f1-score': 0.7160567452787566, 'support': 84}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.726190447807312,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.6, 'recall': 0.42857142857142855, 'f1-score': 0.5, 'support': 7}, 'LumA': {'precision': 0.7115384615384616, 'recall': 0.8809523809523809, 'f1-score': 0.7872340425531914, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.568974358974359, 'recall': 0.5365079365079366, 'f1-score': 0.5434238200048911, 'support': 84}, 'weighted avg': {'precision': 0.693070818070818, 'recall': 0.7261904761904762, 'f1-score': 0.6989946895852985, 'support': 84}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.824999988079071,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8809523809523809, 'recall': 0.9024390243902439, 'f1-score': 0.8915662650602411, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.825, 'recall': 0.825, 'f1-score': 0.825, 'support': 80}, 'macro avg': {'precision': 0.6285714285714286, 'recall': 0.6471544715447154, 'f1-score': 0.6375725122713074, 'support': 80}, 'weighted avg': {'precision': 0.8023809523809524, 'recall': 0.825, 'f1-score': 0.8134091923248551, 'support': 80}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7848101258277893,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 0.8571428571428571, 'recall': 1.0, 'f1-score': 0.923076923076923, 'support': 6}, 'LumA': {'precision': 0.7906976744186046, 'recall': 0.8292682926829268, 'f1-score': 0.8095238095238095, 'support': 41}, 'LumB': {'precision': 0.5882352941176471, 'recall': 0.5882352941176471, 'f1-score': 0.5882352941176471, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6472151651358218, 'recall': 0.6681161019754994, 'f1-score': 0.656167205343676, 'support': 79}, 'weighted avg': {'precision': 0.7666007822027839, 'recall': 0.7848101265822784, 'f1-score': 0.7747966801131357, 'support': 79}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8227847814559937,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7735849056603774, 'recall': 1.0, 'f1-score': 0.8723404255319149, 'support': 41}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.47058823529411764, 'f1-score': 0.6153846153846153, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.718209044624139, 'recall': 0.5941176470588235, 'f1-score': 0.623470934109232, 'support': 79}, 'weighted avg': {'precision': 0.8215129217039894, 'recall': 0.8227848101265823, 'f1-score': 0.7942533471755125, 'support': 79}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7594936490058899,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.9024390243902439, 'f1-score': 0.8409090909090909, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.5294117647058824, 'f1-score': 0.6206896551724139, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.5645896656534954, 'recall': 0.5556009270499944, 'f1-score': 0.5552827121792638, 'support': 79}, 'weighted avg': {'precision': 0.7372263475818553, 'recall': 0.759493670886076, 'f1-score': 0.7420454361746374, 'support': 79}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7848101258277893,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.926829268292683, 'f1-score': 0.8444444444444446, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.47058823529411764, 'f1-score': 0.5517241379310345, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6241496598639455, 'recall': 0.5794835007173601, 'f1-score': 0.5918263090676884, 'support': 79}, 'weighted avg': {'precision': 0.755704813570998, 'recall': 0.7848101265822784, 'f1-score': 0.7610133048806118, 'support': 79}}",0.7810232,300,100,64,100,0.001,0.6,0,True,False,False,categorical_crossentropy,binary_crossentropy
