,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.726190447807312,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6964285714285714, 'recall': 0.9285714285714286, 'f1-score': 0.7959183673469388, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.645952380952381, 'recall': 0.48888888888888893, 'f1-score': 0.49516068496364063, 'support': 84}, 'weighted avg': {'precision': 0.7188492063492063, 'recall': 0.7261904761904762, 'f1-score': 0.6825035186488388, 'support': 84}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.6071428656578064,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6428571428571429, 'f1-score': 0.7200000000000001, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5753424657534246, 'recall': 1.0, 'f1-score': 0.7304347826086955, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 84}, 'macro avg': {'precision': 0.2787048567870486, 'recall': 0.32857142857142857, 'f1-score': 0.2900869565217391, 'support': 84}, 'weighted avg': {'precision': 0.4240348692403487, 'recall': 0.6071428571428571, 'f1-score': 0.4852173913043479, 'support': 84}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.726190447807312,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6612903225806451, 'recall': 0.9761904761904762, 'f1-score': 0.7884615384615384, 'support': 42}, 'LumB': {'precision': 0.8888888888888888, 'recall': 0.4444444444444444, 'f1-score': 0.5925925925925926, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.4946512269092914, 'recall': 0.45555555555555555, 'f1-score': 0.453988603988604, 'support': 84}, 'weighted avg': {'precision': 0.6749675056126669, 'recall': 0.7261904761904762, 'f1-score': 0.6693630443630443, 'support': 84}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6190476417541504,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.8571428571428571, 'f1-score': 0.75, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.609375, 'recall': 0.9285714285714286, 'f1-score': 0.7358490566037736, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.05555555555555555, 'f1-score': 0.09999999999999999, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.3552083333333333, 'recall': 0.3682539682539682, 'f1-score': 0.3171698113207547, 'support': 84}, 'weighted avg': {'precision': 0.5229414682539681, 'recall': 0.6190476190476191, 'f1-score': 0.5143530997304582, 'support': 84}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.7142857313156128,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.36363636363636365, 'recall': 0.5714285714285714, 'f1-score': 0.4444444444444444, 'support': 7}, 'LumA': {'precision': 0.7307692307692307, 'recall': 0.9047619047619048, 'f1-score': 0.8085106382978723, 'support': 42}, 'LumB': {'precision': 0.7, 'recall': 0.3888888888888889, 'f1-score': 0.5, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.5588811188811189, 'recall': 0.5301587301587302, 'f1-score': 0.5265910165484634, 'support': 84}, 'weighted avg': {'precision': 0.7123543123543123, 'recall': 0.7142857142857143, 'f1-score': 0.695101879995497, 'support': 84}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.7037037014961243,"{'Basal': {'precision': 0.8461538461538461, 'recall': 0.7857142857142857, 'f1-score': 0.8148148148148148, 'support': 14}, 'Her2': {'precision': 0.25, 'recall': 0.16666666666666666, 'f1-score': 0.2, 'support': 6}, 'LumA': {'precision': 0.7307692307692307, 'recall': 0.926829268292683, 'f1-score': 0.8172043010752689, 'support': 41}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.3888888888888889, 'f1-score': 0.4666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7037037037037037, 'recall': 0.7037037037037037, 'f1-score': 0.7037037037037037, 'support': 81}, 'macro avg': {'precision': 0.4820512820512821, 'recall': 0.45361982191250483, 'f1-score': 0.45973715651135005, 'support': 81}, 'weighted avg': {'precision': 0.664292497625831, 'recall': 0.7037037037037037, 'f1-score': 0.672997330265351, 'support': 81}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6329113841056824,"{'Basal': {'precision': 0.9, 'recall': 0.6923076923076923, 'f1-score': 0.7826086956521738, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6029411764705882, 'recall': 1.0, 'f1-score': 0.7522935779816513, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.30058823529411766, 'recall': 0.3384615384615385, 'f1-score': 0.30698045472676505, 'support': 79}, 'weighted avg': {'precision': 0.46102010424422935, 'recall': 0.6329113924050633, 'f1-score': 0.5192145536800754, 'support': 79}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6708860993385315,"{'Basal': {'precision': 0.7142857142857143, 'recall': 0.7692307692307693, 'f1-score': 0.7407407407407408, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6612903225806451, 'recall': 1.0, 'f1-score': 0.7961165048543689, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.11764705882352941, 'f1-score': 0.2, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6708860759493671, 'recall': 0.6708860759493671, 'f1-score': 0.6708860759493671, 'support': 79}, 'macro avg': {'precision': 0.4084485407066052, 'recall': 0.3773755656108597, 'f1-score': 0.34737144911902196, 'support': 79}, 'weighted avg': {'precision': 0.6042019094285325, 'recall': 0.6708860759493671, 'f1-score': 0.5781064092235285, 'support': 79}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6582278609275818,"{'Basal': {'precision': 0.8, 'recall': 0.6153846153846154, 'f1-score': 0.6956521739130435, 'support': 13}, 'Her2': {'precision': 0.375, 'recall': 0.5, 'f1-score': 0.42857142857142855, 'support': 6}, 'LumA': {'precision': 0.6851851851851852, 'recall': 0.9024390243902439, 'f1-score': 0.7789473684210526, 'support': 41}, 'LumB': {'precision': 0.5714285714285714, 'recall': 0.23529411764705882, 'f1-score': 0.3333333333333333, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6582278481012658, 'recall': 0.6582278481012658, 'f1-score': 0.6582278481012658, 'support': 79}, 'macro avg': {'precision': 0.4863227513227514, 'recall': 0.4506235514843836, 'f1-score': 0.44730086084777165, 'support': 79}, 'weighted avg': {'precision': 0.6386946621123837, 'recall': 0.6582278481012658, 'f1-score': 0.6230179190408602, 'support': 79}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6962025165557861,"{'Basal': {'precision': 0.8125, 'recall': 1.0, 'f1-score': 0.896551724137931, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6612903225806451, 'recall': 1.0, 'f1-score': 0.7961165048543689, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.058823529411764705, 'f1-score': 0.1111111111111111, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.494758064516129, 'recall': 0.4117647058823529, 'f1-score': 0.36075586802068227, 'support': 79}, 'weighted avg': {'precision': 0.692093711719069, 'recall': 0.6962025316455697, 'f1-score': 0.5846182025533052, 'support': 79}}",0.6754788,100,20,256,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
