,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8214285969734192,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.8809523809523809, 'f1-score': 0.8505747126436781, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.8333333333333334, 'f1-score': 0.7894736842105262, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8011111111111111, 'recall': 0.6666666666666667, 'f1-score': 0.6900020165355918, 'support': 84}, 'weighted avg': {'precision': 0.8285714285714285, 'recall': 0.8214285714285714, 'f1-score': 0.8067025802053026, 'support': 84}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8095238208770752,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.9473684210526315, 'recall': 0.8571428571428571, 'f1-score': 0.9, 'support': 42}, 'LumB': {'precision': 0.5666666666666667, 'recall': 0.9444444444444444, 'f1-score': 0.7083333333333334, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6885213032581454, 'recall': 0.6793650793650794, 'f1-score': 0.6673809523809524, 'support': 84}, 'weighted avg': {'precision': 0.7855889724310776, 'recall': 0.8095238095238095, 'f1-score': 0.7851190476190476, 'support': 84}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.738095223903656,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.85, 'recall': 0.8095238095238095, 'f1-score': 0.8292682926829269, 'support': 42}, 'LumB': {'precision': 0.5161290322580645, 'recall': 0.8888888888888888, 'f1-score': 0.6530612244897959, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.47322580645161294, 'recall': 0.5111111111111111, 'f1-score': 0.48108128804992917, 'support': 84}, 'weighted avg': {'precision': 0.7022657450076805, 'recall': 0.7380952380952381, 'f1-score': 0.7084219911497164, 'support': 84}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.761904776096344,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.74, 'recall': 0.8809523809523809, 'f1-score': 0.8043478260869565, 'support': 42}, 'LumB': {'precision': 0.6470588235294118, 'recall': 0.6111111111111112, 'f1-score': 0.6285714285714287, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6107450980392156, 'recall': 0.5555555555555556, 'f1-score': 0.566583850931677, 'support': 84}, 'weighted avg': {'precision': 0.7308776844070961, 'recall': 0.7619047619047619, 'f1-score': 0.7368677905944987, 'support': 84}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.7976190447807312,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.6666666666666666, 'f1-score': 0.7058823529411765, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.4912698412698413, 'recall': 0.5190476190476191, 'f1-score': 0.5018907563025211, 'support': 84}, 'weighted avg': {'precision': 0.7043650793650793, 'recall': 0.7976190476190477, 'f1-score': 0.7435224089635856, 'support': 84}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.737500011920929,"{'Basal': {'precision': 0.7058823529411765, 'recall': 0.9230769230769231, 'f1-score': 0.8000000000000002, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.8974358974358975, 'recall': 0.8536585365853658, 'f1-score': 0.875, 'support': 41}, 'LumB': {'precision': 0.5217391304347826, 'recall': 0.6666666666666666, 'f1-score': 0.5853658536585366, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7375, 'recall': 0.7375, 'f1-score': 0.7375, 'support': 80}, 'macro avg': {'precision': 0.42501147616237134, 'recall': 0.48868042526579114, 'f1-score': 0.4520731707317074, 'support': 80}, 'weighted avg': {'precision': 0.6920330841366648, 'recall': 0.7375, 'f1-score': 0.7101448170731708, 'support': 80}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6962025165557861,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.7441860465116279, 'recall': 0.7804878048780488, 'f1-score': 0.761904761904762, 'support': 41}, 'LumB': {'precision': 0.4444444444444444, 'recall': 0.47058823529411764, 'f1-score': 0.45714285714285713, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6962025316455697, 'recall': 0.6962025316455697, 'f1-score': 0.6962025316455697, 'support': 79}, 'macro avg': {'precision': 0.5877260981912145, 'recall': 0.5348305926498179, 'f1-score': 0.5558095238095239, 'support': 79}, 'weighted avg': {'precision': 0.7033820691459785, 'recall': 0.6962025316455697, 'f1-score': 0.6973357444243521, 'support': 79}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.7215189933776855,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.8461538461538461, 'f1-score': 0.8799999999999999, 'support': 13}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.16666666666666666, 'f1-score': 0.2222222222222222, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.5882352941176471, 'f1-score': 0.5405405405405405, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.582520325203252, 'recall': 0.5860648199242173, 'f1-score': 0.5744062110891378, 'support': 79}, 'weighted avg': {'precision': 0.7225738396624471, 'recall': 0.7215189873417721, 'f1-score': 0.7185129433230698, 'support': 79}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7341772317886353,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.9230769230769231, 'f1-score': 0.888888888888889, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.8780487804878049, 'f1-score': 0.8089887640449439, 'support': 41}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5294117647058824, 'f1-score': 0.5999999999999999, 'support': 17}, 'Normal': {'precision': 0.25, 'recall': 0.5, 'f1-score': 0.3333333333333333, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.5098901098901099, 'recall': 0.566107493654122, 'f1-score': 0.5262421972534332, 'support': 79}, 'weighted avg': {'precision': 0.6855960495201001, 'recall': 0.7341772151898734, 'f1-score': 0.7036805259248724, 'support': 79}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.797468364238739,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.8372093023255814, 'recall': 0.8780487804878049, 'f1-score': 0.8571428571428572, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.7058823529411765, 'f1-score': 0.7500000000000001, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.7470497036023713, 'recall': 0.6501195600191296, 'f1-score': 0.6319047619047619, 'support': 79}, 'weighted avg': {'precision': 0.8168787915519462, 'recall': 0.7974683544303798, 'f1-score': 0.7806811332127788, 'support': 79}}",0.7615438,300,100,64,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
