,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8571428656578064,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.8571428571428571, 'f1-score': 0.7999999999999999, 'support': 7}, 'LumA': {'precision': 0.8695652173913043, 'recall': 0.9523809523809523, 'f1-score': 0.909090909090909, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.6705797101449276, 'recall': 0.6952380952380952, 'f1-score': 0.6803761755485893, 'support': 84}, 'weighted avg': {'precision': 0.8242667356797792, 'recall': 0.8571428571428571, 'f1-score': 0.837975817286162, 'support': 84}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 7}, 'LumA': {'precision': 0.925, 'recall': 0.8809523809523809, 'f1-score': 0.9024390243902439, 'support': 42}, 'LumB': {'precision': 0.7083333333333334, 'recall': 0.9444444444444444, 'f1-score': 0.8095238095238096, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.9266666666666665, 'recall': 0.7746031746031746, 'f1-score': 0.8090592334494774, 'support': 84}, 'weighted avg': {'precision': 0.8999999999999999, 'recall': 0.8809523809523809, 'f1-score': 0.8786571539184779, 'support': 84}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8928571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.7777777777777778, 'recall': 1.0, 'f1-score': 0.8750000000000001, 'support': 7}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.9523809523809523, 'f1-score': 0.9195402298850575, 'support': 42}, 'LumB': {'precision': 0.8666666666666667, 'recall': 0.7222222222222222, 'f1-score': 0.7878787878787877, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8928571428571429, 'recall': 0.8928571428571429, 'f1-score': 0.8928571428571429, 'support': 84}, 'macro avg': {'precision': 0.9066666666666666, 'recall': 0.8539682539682539, 'f1-score': 0.8690763961453618, 'support': 84}, 'weighted avg': {'precision': 0.8973544973544972, 'recall': 0.8928571428571429, 'f1-score': 0.8905832061722866, 'support': 84}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8095238208770752,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.5555555555555556, 'recall': 0.7142857142857143, 'f1-score': 0.6250000000000001, 'support': 7}, 'LumA': {'precision': 0.8181818181818182, 'recall': 0.8571428571428571, 'f1-score': 0.8372093023255814, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.8214141414141414, 'recall': 0.7142857142857143, 'f1-score': 0.7309998541955238, 'support': 84}, 'weighted avg': {'precision': 0.8180856180856182, 'recall': 0.8095238095238095, 'f1-score': 0.8053088234273078, 'support': 84}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.5833333333333334, 'recall': 1.0, 'f1-score': 0.7368421052631579, 'support': 7}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.9523809523809523, 'f1-score': 0.9195402298850575, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.8944444444444445, 'recall': 0.7904761904761906, 'f1-score': 0.791276467029643, 'support': 84}, 'weighted avg': {'precision': 0.9097222222222221, 'recall': 0.8809523809523809, 'f1-score': 0.8771260046668397, 'support': 84}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.9125000238418579,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.975609756097561, 'f1-score': 0.9302325581395349, 'support': 41}, 'LumB': {'precision': 0.8823529411764706, 'recall': 0.8333333333333334, 'f1-score': 0.8571428571428571, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9125, 'recall': 0.9125, 'f1-score': 0.9125, 'support': 80}, 'macro avg': {'precision': 0.9542483660130718, 'recall': 0.7951219512195122, 'f1-score': 0.8508084163898119, 'support': 80}, 'weighted avg': {'precision': 0.9165849673202615, 'recall': 0.9125, 'f1-score': 0.9087679955703211, 'support': 80}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.8354430198669434,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.6, 'recall': 1.0, 'f1-score': 0.7499999999999999, 'support': 6}, 'LumA': {'precision': 0.9, 'recall': 0.8780487804878049, 'f1-score': 0.888888888888889, 'support': 41}, 'LumB': {'precision': 0.7333333333333333, 'recall': 0.6470588235294118, 'f1-score': 0.6875, 'support': 17}, 'Normal': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 2}, 'micro avg': {'precision': 0.8354430379746836, 'recall': 0.8354430379746836, 'f1-score': 0.8354430379746836, 'support': 79}, 'macro avg': {'precision': 0.78, 'recall': 0.8742522900342126, 'f1-score': 0.8086111111111111, 'support': 79}, 'weighted avg': {'precision': 0.8518987341772152, 'recall': 0.8354430379746836, 'f1-score': 0.8373241912798874, 'support': 79}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8481012582778931,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.9459459459459459, 'recall': 0.8536585365853658, 'f1-score': 0.8974358974358975, 'support': 41}, 'LumB': {'precision': 0.6818181818181818, 'recall': 0.8823529411764706, 'f1-score': 0.7692307692307693, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.653025353025353, 'recall': 0.6984843468344185, 'f1-score': 0.6717948717948719, 'support': 79}, 'weighted avg': {'precision': 0.8438026222836349, 'recall': 0.8481012658227848, 'f1-score': 0.8416098669263227, 'support': 79}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8734177350997925,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.8974358974358975, 'recall': 0.8536585365853658, 'f1-score': 0.875, 'support': 41}, 'LumB': {'precision': 0.7368421052631579, 'recall': 0.8235294117647058, 'f1-score': 0.7777777777777778, 'support': 17}, 'Normal': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 2}, 'micro avg': {'precision': 0.8734177215189873, 'recall': 0.8734177215189873, 'f1-score': 0.8734177215189873, 'support': 79}, 'macro avg': {'precision': 0.8601889338731444, 'recall': 0.9200529742853989, 'f1-score': 0.8825555555555555, 'support': 79}, 'weighted avg': {'precision': 0.881702796426314, 'recall': 0.8734177215189873, 'f1-score': 0.8756610407876231, 'support': 79}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8987341523170471,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.9069767441860465, 'recall': 0.9512195121951219, 'f1-score': 0.9285714285714286, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.7647058823529411, 'f1-score': 0.8666666666666666, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.717109634551495, 'recall': 0.7431850789096126, 'f1-score': 0.723068783068783, 'support': 79}, 'weighted avg': {'precision': 0.8956642415576769, 'recall': 0.8987341772151899, 'f1-score': 0.8919764248878173, 'support': 79}}",0.86896247,300,100,128,100,0.001,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
