,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.761904776096344,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.8125, 'recall': 0.9285714285714286, 'f1-score': 0.8666666666666666, 'support': 42}, 'LumB': {'precision': 0.5909090909090909, 'recall': 0.7222222222222222, 'f1-score': 0.65, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.45211038961038963, 'recall': 0.5015873015873016, 'f1-score': 0.4747619047619048, 'support': 84}, 'weighted avg': {'precision': 0.6757305194805195, 'recall': 0.7619047619047619, 'f1-score': 0.7154761904761905, 'support': 84}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.5833333134651184,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6349206349206349, 'recall': 0.9523809523809523, 'f1-score': 0.7619047619047619, 'support': 42}, 'LumB': {'precision': 0.42857142857142855, 'recall': 0.5, 'f1-score': 0.4615384615384615, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5833333333333334, 'recall': 0.5833333333333334, 'f1-score': 0.5833333333333334, 'support': 84}, 'macro avg': {'precision': 0.2126984126984127, 'recall': 0.29047619047619044, 'f1-score': 0.24468864468864465, 'support': 84}, 'weighted avg': {'precision': 0.409297052154195, 'recall': 0.5833333333333334, 'f1-score': 0.4798534798534798, 'support': 84}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5121951219512195, 'recall': 1.0, 'f1-score': 0.6774193548387097, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 84}, 'macro avg': {'precision': 0.10243902439024391, 'recall': 0.2, 'f1-score': 0.13548387096774195, 'support': 84}, 'weighted avg': {'precision': 0.25609756097560976, 'recall': 0.5, 'f1-score': 0.33870967741935487, 'support': 84}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6785714030265808,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6785714285714286, 'recall': 0.9047619047619048, 'f1-score': 0.7755102040816326, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 18}, 'Normal': {'precision': 0.25, 'recall': 0.3333333333333333, 'f1-score': 0.28571428571428575, 'support': 3}, 'micro avg': {'precision': 0.6785714285714286, 'recall': 0.6785714285714286, 'f1-score': 0.6785714285714286, 'support': 84}, 'macro avg': {'precision': 0.4904761904761904, 'recall': 0.48571428571428577, 'f1-score': 0.472562358276644, 'support': 84}, 'weighted avg': {'precision': 0.6339285714285714, 'recall': 0.6785714285714286, 'f1-score': 0.6360544217687074, 'support': 84}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.726190447807312,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.7090909090909091, 'recall': 0.9285714285714286, 'f1-score': 0.8041237113402062, 'support': 42}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.3888888888888889, 'f1-score': 0.4666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7261904761904762, 'recall': 0.7261904761904762, 'f1-score': 0.7261904761904762, 'support': 84}, 'macro avg': {'precision': 0.5931002331002332, 'recall': 0.5206349206349207, 'f1-score': 0.5410267624700614, 'support': 84}, 'weighted avg': {'precision': 0.6958916083916084, 'recall': 0.7261904761904762, 'f1-score': 0.6956645492727966, 'support': 84}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6000000238418579,"{'Basal': {'precision': 0.42105263157894735, 'recall': 0.6153846153846154, 'f1-score': 0.5, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6785714285714286, 'recall': 0.926829268292683, 'f1-score': 0.7835051546391752, 'support': 41}, 'LumB': {'precision': 0.5, 'recall': 0.1111111111111111, 'f1-score': 0.1818181818181818, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6, 'recall': 0.6, 'f1-score': 0.6, 'support': 80}, 'macro avg': {'precision': 0.31992481203007517, 'recall': 0.33066499895768187, 'f1-score': 0.2930646672914714, 'support': 80}, 'weighted avg': {'precision': 0.528688909774436, 'recall': 0.6, 'f1-score': 0.5237054826616683, 'support': 80}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.746835470199585,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.782608695652174, 'recall': 0.8780487804878049, 'f1-score': 0.8275862068965518, 'support': 41}, 'LumB': {'precision': 0.5882352941176471, 'recall': 0.5882352941176471, 'f1-score': 0.5882352941176471, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7468354430379747, 'recall': 0.7468354430379747, 'f1-score': 0.7468354430379747, 'support': 79}, 'macro avg': {'precision': 0.44750213128729754, 'recall': 0.4932568149210904, 'f1-score': 0.4688785859171255, 'support': 79}, 'weighted avg': {'precision': 0.6753623188405797, 'recall': 0.7468354430379747, 'f1-score': 0.7088919373947746, 'support': 79}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6455696225166321,"{'Basal': {'precision': 0.7333333333333333, 'recall': 0.8461538461538461, 'f1-score': 0.7857142857142856, 'support': 13}, 'Her2': {'precision': 0.6, 'recall': 0.5, 'f1-score': 0.5454545454545454, 'support': 6}, 'LumA': {'precision': 0.717391304347826, 'recall': 0.8048780487804879, 'f1-score': 0.7586206896551724, 'support': 41}, 'LumB': {'precision': 0.36363636363636365, 'recall': 0.23529411764705882, 'f1-score': 0.2857142857142857, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.4828722002635046, 'recall': 0.47726520251627863, 'f1-score': 0.47510076130765777, 'support': 79}, 'weighted avg': {'precision': 0.6168125948533213, 'recall': 0.6455696202531646, 'f1-score': 0.6259190394938976, 'support': 79}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.5822784900665283,"{'Basal': {'precision': 0.7142857142857143, 'recall': 0.38461538461538464, 'f1-score': 0.5, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5694444444444444, 'recall': 1.0, 'f1-score': 0.7256637168141593, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5822784810126582, 'recall': 0.5822784810126582, 'f1-score': 0.5822784810126582, 'support': 79}, 'macro avg': {'precision': 0.2567460317460317, 'recall': 0.27692307692307694, 'f1-score': 0.24513274336283186, 'support': 79}, 'weighted avg': {'precision': 0.41307514567008236, 'recall': 0.5822784810126582, 'f1-score': 0.4588887644225384, 'support': 79}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6329113841056824,"{'Basal': {'precision': 0.9, 'recall': 0.6923076923076923, 'f1-score': 0.7826086956521738, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5942028985507246, 'recall': 1.0, 'f1-score': 0.7454545454545455, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.2988405797101449, 'recall': 0.3384615384615385, 'f1-score': 0.3056126482213439, 'support': 79}, 'weighted avg': {'precision': 0.4564850486149331, 'recall': 0.6329113924050633, 'f1-score': 0.5156651823685396, 'support': 79}}",0.64575946,100,20,256,100,0.01,0,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
