,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.773809552192688,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7884615384615384, 'recall': 0.9761904761904762, 'f1-score': 0.8723404255319148, 'support': 42}, 'LumB': {'precision': 0.6470588235294118, 'recall': 0.6111111111111112, 'f1-score': 0.6285714285714287, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.46043740573152336, 'recall': 0.5031746031746032, 'f1-score': 0.4794927156482549, 'support': 84}, 'weighted avg': {'precision': 0.6773306758600877, 'recall': 0.7738095238095238, 'f1-score': 0.7202893776732997, 'support': 84}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.6309523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6166666666666667, 'recall': 0.8809523809523809, 'f1-score': 0.7254901960784315, 'support': 42}, 'LumB': {'precision': 0.6, 'recall': 0.6666666666666666, 'f1-score': 0.631578947368421, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6309523809523809, 'recall': 0.6309523809523809, 'f1-score': 0.6309523809523809, 'support': 84}, 'macro avg': {'precision': 0.44333333333333336, 'recall': 0.3666666666666666, 'f1-score': 0.3603027175782594, 'support': 84}, 'weighted avg': {'precision': 0.6035714285714286, 'recall': 0.6309523809523809, 'f1-score': 0.5721575179779514, 'support': 84}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6428571343421936,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6428571428571429, 'f1-score': 0.7200000000000001, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6349206349206349, 'recall': 0.9523809523809523, 'f1-score': 0.7619047619047619, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.2777777777777778, 'f1-score': 0.35714285714285715, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.39062049062049065, 'recall': 0.3746031746031746, 'f1-score': 0.36780952380952386, 'support': 84}, 'weighted avg': {'precision': 0.5609668109668109, 'recall': 0.6428571428571429, 'f1-score': 0.5774829931972789, 'support': 84}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6071428656578064,"{'Basal': {'precision': 0.6, 'recall': 0.6428571428571429, 'f1-score': 0.6206896551724138, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6086956521739131, 'recall': 1.0, 'f1-score': 0.7567567567567568, 'support': 42}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 84}, 'macro avg': {'precision': 0.24173913043478262, 'recall': 0.32857142857142857, 'f1-score': 0.27548928238583414, 'support': 84}, 'weighted avg': {'precision': 0.4043478260869565, 'recall': 0.6071428571428571, 'f1-score': 0.4818266542404474, 'support': 84}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.5357142686843872,"{'Basal': {'precision': 0.75, 'recall': 0.21428571428571427, 'f1-score': 0.3333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5774647887323944, 'recall': 0.9761904761904762, 'f1-score': 0.7256637168141593, 'support': 42}, 'LumB': {'precision': 0.1111111111111111, 'recall': 0.05555555555555555, 'f1-score': 0.07407407407407407, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.5357142857142857, 'recall': 0.5357142857142857, 'f1-score': 0.5357142857142857, 'support': 84}, 'macro avg': {'precision': 0.2877151799687011, 'recall': 0.2492063492063492, 'f1-score': 0.22661422484431332, 'support': 84}, 'weighted avg': {'precision': 0.43754191817572097, 'recall': 0.5357142857142857, 'f1-score': 0.4342604298356511, 'support': 84}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6875,"{'Basal': {'precision': 0.5, 'recall': 1.0, 'f1-score': 0.6666666666666666, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.7647058823529411, 'recall': 0.9512195121951219, 'f1-score': 0.8478260869565216, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.1111111111111111, 'f1-score': 0.19999999999999998, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6875, 'recall': 0.6875, 'f1-score': 0.6875, 'support': 80}, 'macro avg': {'precision': 0.6529411764705882, 'recall': 0.44579945799458, 'f1-score': 0.40004140786749487, 'support': 80}, 'weighted avg': {'precision': 0.7731617647058824, 'recall': 0.6875, 'f1-score': 0.609272774327122, 'support': 80}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6708860993385315,"{'Basal': {'precision': 0.8, 'recall': 0.9230769230769231, 'f1-score': 0.8571428571428571, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6981132075471698, 'recall': 0.9024390243902439, 'f1-score': 0.7872340425531914, 'support': 41}, 'LumB': {'precision': 0.36363636363636365, 'recall': 0.23529411764705882, 'f1-score': 0.2857142857142857, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6708860759493671, 'recall': 0.6708860759493671, 'f1-score': 0.6708860759493671, 'support': 79}, 'macro avg': {'precision': 0.3723499142367067, 'recall': 0.4121620130228452, 'f1-score': 0.38601823708206684, 'support': 79}, 'weighted avg': {'precision': 0.572208350522179, 'recall': 0.6708860759493671, 'f1-score': 0.611096148666846, 'support': 79}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.7215189933776855,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7857142857142857, 'recall': 0.8048780487804879, 'f1-score': 0.7951807228915663, 'support': 41}, 'LumB': {'precision': 0.5263157894736842, 'recall': 0.5882352941176471, 'f1-score': 0.5555555555555555, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.5357393483709273, 'recall': 0.578622668579627, 'f1-score': 0.55586154140371, 'support': 79}, 'weighted avg': {'precision': 0.676307858253228, 'recall': 0.7215189873417721, 'f1-score': 0.6976997804357876, 'support': 79}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7215189933776855,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.9512195121951219, 'f1-score': 0.8387096774193549, 'support': 41}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.4117647058823529, 'f1-score': 0.4827586206896552, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7215189873417721, 'recall': 0.7215189873417721, 'f1-score': 0.7215189873417721, 'support': 79}, 'macro avg': {'precision': 0.4238095238095238, 'recall': 0.4418276128462642, 'f1-score': 0.42725662258476493, 'support': 79}, 'weighted avg': {'precision': 0.6440626883664858, 'recall': 0.7215189873417721, 'f1-score': 0.6732479230191176, 'support': 79}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7088607549667358,"{'Basal': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7407407407407407, 'recall': 0.975609756097561, 'f1-score': 0.8421052631578947, 'support': 41}, 'LumB': {'precision': 0.46153846153846156, 'recall': 0.35294117647058826, 'f1-score': 0.4000000000000001, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7088607594936709, 'recall': 0.7088607594936709, 'f1-score': 0.7088607594936709, 'support': 79}, 'macro avg': {'precision': 0.4222740222740223, 'recall': 0.4195563403597837, 'f1-score': 0.4150877192982456, 'support': 79}, 'weighted avg': {'precision': 0.6333507093000764, 'recall': 0.7088607594936709, 'f1-score': 0.6602487230735066, 'support': 79}}",0.6700761,100,20,256,100,0.01,0,0,True,False,False,categorical_crossentropy,binary_crossentropy
