,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8333333134651184,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.7692307692307693, 'recall': 0.5555555555555556, 'f1-score': 0.6451612903225806, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 84}, 'macro avg': {'precision': 0.7535827293274101, 'recall': 0.7111111111111111, 'f1-score': 0.7247681300963974, 'support': 84}, 'weighted avg': {'precision': 0.8233035876652897, 'recall': 0.8333333333333334, 'f1-score': 0.8224161142128672, 'support': 84}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8809523582458496,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 42}, 'LumB': {'precision': 0.7391304347826086, 'recall': 0.9444444444444444, 'f1-score': 0.8292682926829269, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.9202070393374742, 'recall': 0.726984126984127, 'f1-score': 0.7646713925267331, 'support': 84}, 'weighted avg': {'precision': 0.8972739820565907, 'recall': 0.8809523809523809, 'f1-score': 0.870762745804798, 'support': 84}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8571428656578064,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.8571428571428571, 'f1-score': 0.7999999999999999, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.8802127659574468, 'recall': 0.7476190476190476, 'f1-score': 0.7778224189460144, 'support': 84}, 'weighted avg': {'precision': 0.8618414387031409, 'recall': 0.8571428571428571, 'f1-score': 0.8502999947756502, 'support': 84}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.7857142686843872,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.8809523809523809, 'f1-score': 0.8314606741573034, 'support': 42}, 'LumB': {'precision': 0.6, 'recall': 0.6666666666666666, 'f1-score': 0.631578947368421, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.8774468085106383, 'recall': 0.6333333333333333, 'f1-score': 0.6814968131940338, 'support': 84}, 'weighted avg': {'precision': 0.80790273556231, 'recall': 0.7857142857142857, 'f1-score': 0.77262952950416, 'support': 84}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8452380895614624,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.803921568627451, 'recall': 0.9761904761904762, 'f1-score': 0.8817204301075269, 'support': 42}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6111111111111112, 'f1-score': 0.7333333333333334, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.8107843137254903, 'recall': 0.7126984126984127, 'f1-score': 0.7494494991269185, 'support': 84}, 'weighted avg': {'precision': 0.8523576097105509, 'recall': 0.8452380952380952, 'f1-score': 0.8368851777453928, 'support': 84}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.9259259104728699,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.975609756097561, 'f1-score': 0.9411764705882352, 'support': 41}, 'LumB': {'precision': 0.9411764705882353, 'recall': 0.8888888888888888, 'f1-score': 0.9142857142857143, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.9259259259259259, 'recall': 0.9259259259259259, 'f1-score': 0.9259259259259259, 'support': 81}, 'macro avg': {'precision': 0.7567201426024954, 'recall': 0.7395663956639567, 'f1-score': 0.7460140670688338, 'support': 81}, 'weighted avg': {'precision': 0.9046984001232368, 'recall': 0.9259259259259259, 'f1-score': 0.9137921603100777, 'support': 81}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.7692307692307693, 'f1-score': 0.8695652173913044, 'support': 13}, 'Her2': {'precision': 0.5454545454545454, 'recall': 1.0, 'f1-score': 0.7058823529411764, 'support': 6}, 'LumA': {'precision': 0.8780487804878049, 'recall': 0.8780487804878049, 'f1-score': 0.8780487804878049, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6470588235294118, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.8222006651884701, 'recall': 0.7588676746495971, 'f1-score': 0.7573659368307237, 'support': 79}, 'weighted avg': {'precision': 0.834939585730725, 'recall': 0.810126582278481, 'f1-score': 0.812738083675958, 'support': 79}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8481012582778931,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8604651162790697, 'recall': 0.9024390243902439, 'f1-score': 0.8809523809523809, 'support': 41}, 'LumB': {'precision': 0.7058823529411765, 'recall': 0.7058823529411765, 'f1-score': 0.7058823529411765, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.698983779558335, 'recall': 0.6883309421329508, 'f1-score': 0.6917777211894859, 'support': 79}, 'weighted avg': {'precision': 0.8272214979603852, 'recall': 0.8481012658227848, 'f1-score': 0.8366090074950835, 'support': 79}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8607594966888428,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8974358974358975, 'recall': 0.8536585365853658, 'f1-score': 0.875, 'support': 41}, 'LumB': {'precision': 0.75, 'recall': 0.8823529411764706, 'f1-score': 0.8108108108108107, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.8141025641025642, 'recall': 0.7984843468344185, 'f1-score': 0.8035957285957286, 'support': 79}, 'weighted avg': {'precision': 0.8676566049983772, 'recall': 0.8607594936708861, 'f1-score': 0.8621940409915094, 'support': 79}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8860759735107422,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.975609756097561, 'f1-score': 0.9302325581395349, 'support': 41}, 'LumB': {'precision': 0.9230769230769231, 'recall': 0.7058823529411765, 'f1-score': 0.8000000000000002, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8860759493670886, 'recall': 0.8860759493670886, 'f1-score': 0.8860759493670886, 'support': 79}, 'macro avg': {'precision': 0.7147741147741147, 'recall': 0.7029650884744142, 'f1-score': 0.7053057708871663, 'support': 79}, 'weighted avg': {'precision': 0.8760529203567178, 'recall': 0.8860759493670886, 'f1-score': 0.876684220281512, 'support': 79}}",0.853337,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
