,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.761904776096344,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.78, 'recall': 0.9285714285714286, 'f1-score': 0.8478260869565217, 'support': 42}, 'LumB': {'precision': 0.6111111111111112, 'recall': 0.6111111111111112, 'f1-score': 0.6111111111111112, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.4532222222222222, 'recall': 0.5079365079365079, 'f1-score': 0.47845410628019325, 'support': 84}, 'weighted avg': {'precision': 0.6667857142857143, 'recall': 0.7619047619047619, 'f1-score': 0.7104209799861975, 'support': 84}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7976190447807312,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7884615384615384, 'recall': 0.9761904761904762, 'f1-score': 0.8723404255319148, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.6666666666666666, 'f1-score': 0.7058823529411765, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.48269230769230764, 'recall': 0.5285714285714286, 'f1-score': 0.5023112223612849, 'support': 84}, 'weighted avg': {'precision': 0.7007783882783882, 'recall': 0.7976190476190477, 'f1-score': 0.7429862725231937, 'support': 84}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.7857142686843872,"{'Basal': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.8, 'recall': 0.9523809523809523, 'f1-score': 0.8695652173913043, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.4683333333333334, 'recall': 0.5238095238095238, 'f1-score': 0.49391304347826087, 'support': 84}, 'weighted avg': {'precision': 0.6886904761904762, 'recall': 0.7857142857142857, 'f1-score': 0.7331953071083506, 'support': 84}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.773809552192688,"{'Basal': {'precision': 0.7647058823529411, 'recall': 0.9285714285714286, 'f1-score': 0.8387096774193549, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.82, 'recall': 0.9761904761904762, 'f1-score': 0.8913043478260869, 'support': 42}, 'LumB': {'precision': 0.6875, 'recall': 0.6111111111111112, 'f1-score': 0.6470588235294118, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.4544411764705882, 'recall': 0.5031746031746032, 'f1-score': 0.4754145697549707, 'support': 84}, 'weighted avg': {'precision': 0.6847724089635854, 'recall': 0.7738095238095238, 'f1-score': 0.7240925823344766, 'support': 84}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.738095223903656,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7407407407407407, 'recall': 0.9523809523809523, 'f1-score': 0.8333333333333334, 'support': 42}, 'LumB': {'precision': 0.5625, 'recall': 0.5, 'f1-score': 0.5294117647058824, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.44636243386243385, 'recall': 0.47619047619047616, 'f1-score': 0.45826330532212883, 'support': 84}, 'weighted avg': {'precision': 0.6456679894179894, 'recall': 0.7380952380952381, 'f1-score': 0.6848739495798319, 'support': 84}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.7777777910232544,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 6}, 'LumA': {'precision': 0.8292682926829268, 'recall': 0.8292682926829268, 'f1-score': 0.8292682926829268, 'support': 41}, 'LumB': {'precision': 0.5909090909090909, 'recall': 0.7222222222222222, 'f1-score': 0.65, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7777777777777778, 'recall': 0.7777777777777778, 'f1-score': 0.7777777777777778, 'support': 81}, 'macro avg': {'precision': 0.6040354767184035, 'recall': 0.5769647696476965, 'f1-score': 0.5778459957013362, 'support': 81}, 'weighted avg': {'precision': 0.7617658062102507, 'recall': 0.7777777777777778, 'f1-score': 0.7639988647651483, 'support': 81}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.797468364238739,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.7959183673469388, 'recall': 0.9512195121951219, 'f1-score': 0.8666666666666666, 'support': 41}, 'LumB': {'precision': 0.6923076923076923, 'recall': 0.5294117647058824, 'f1-score': 0.5999999999999999, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.6709785452642596, 'recall': 0.5627929220468675, 'f1-score': 0.5790476190476189, 'support': 79}, 'weighted avg': {'precision': 0.7806145632547079, 'recall': 0.7974683544303798, 'f1-score': 0.769680530440024, 'support': 79}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.7594936490058899,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.16666666666666666, 'f1-score': 0.2222222222222222, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.9512195121951219, 'f1-score': 0.8387096774193549, 'support': 41}, 'LumB': {'precision': 0.7, 'recall': 0.4117647058823529, 'f1-score': 0.5185185185185185, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.5423809523809524, 'recall': 0.5059301769488284, 'f1-score': 0.5084826762246117, 'support': 79}, 'weighted avg': {'precision': 0.7179927667269439, 'recall': 0.759493670886076, 'f1-score': 0.7221995372260788, 'support': 79}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.797468364238739,"{'Basal': {'precision': 0.8125, 'recall': 1.0, 'f1-score': 0.896551724137931, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8181818181818182, 'recall': 0.8780487804878049, 'f1-score': 0.8470588235294119, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6470588235294118, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.6636363636363637, 'recall': 0.6050215208034433, 'f1-score': 0.6153887762001352, 'support': 79}, 'weighted avg': {'precision': 0.7822209436133487, 'recall': 0.7974683544303798, 'f1-score': 0.7812394621750928, 'support': 79}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8227847814559937,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.82, 'recall': 1.0, 'f1-score': 0.9010989010989011, 'support': 41}, 'LumB': {'precision': 0.9, 'recall': 0.5294117647058824, 'f1-score': 0.6666666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.6969411764705882, 'recall': 0.5725490196078431, 'f1-score': 0.586886446886447, 'support': 79}, 'weighted avg': {'precision': 0.8210275502606106, 'recall': 0.8227848101265823, 'f1-score': 0.7917095562665184, 'support': 79}}",0.7812136,100,20,256,100,0.01,0.8,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
