,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7857142686843872,"{'Basal': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7592592592592593, 'recall': 0.9761904761904762, 'f1-score': 0.8541666666666667, 'support': 42}, 'LumB': {'precision': 0.7692307692307693, 'recall': 0.5555555555555556, 'f1-score': 0.6451612903225806, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.6790313390313389, 'recall': 0.5492063492063493, 'f1-score': 0.5680648251143245, 'support': 84}, 'weighted avg': {'precision': 0.7722425722425724, 'recall': 0.7857142857142857, 'f1-score': 0.7517945056529595, 'support': 84}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.75,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6949152542372882, 'recall': 0.9761904761904762, 'f1-score': 0.8118811881188118, 'support': 42}, 'LumB': {'precision': 0.7692307692307693, 'recall': 0.5555555555555556, 'f1-score': 0.6451612903225806, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 84}, 'macro avg': {'precision': 0.6928292046936114, 'recall': 0.4920634920634921, 'f1-score': 0.5174084956882784, 'support': 84}, 'weighted avg': {'precision': 0.7622927919538091, 'recall': 0.75, 'f1-score': 0.7116894419856733, 'support': 84}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.7857142686843872,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.875, 'recall': 1.0, 'f1-score': 0.9333333333333333, 'support': 7}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.9047619047619048, 'f1-score': 0.8351648351648353, 'support': 42}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5, 'f1-score': 0.5625000000000001, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.758673469387755, 'recall': 0.7047619047619047, 'f1-score': 0.7221996336996337, 'support': 84}, 'weighted avg': {'precision': 0.7829506802721088, 'recall': 0.7857142857142857, 'f1-score': 0.7768482905982907, 'support': 84}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.7023809552192688,"{'Basal': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.42857142857142855, 'f1-score': 0.6, 'support': 7}, 'LumA': {'precision': 0.65, 'recall': 0.9285714285714286, 'f1-score': 0.7647058823529412, 'support': 42}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.3888888888888889, 'f1-score': 0.4827586206896552, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7023809523809523, 'recall': 0.7023809523809523, 'f1-score': 0.7023809523809523, 'support': 84}, 'macro avg': {'precision': 0.6572727272727272, 'recall': 0.492063492063492, 'f1-score': 0.5361595672751859, 'support': 84}, 'weighted avg': {'precision': 0.7113636363636363, 'recall': 0.7023809523809523, 'f1-score': 0.6746901059274284, 'support': 84}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.7142857313156128,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7090909090909091, 'recall': 0.9285714285714286, 'f1-score': 0.8041237113402062, 'support': 42}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.3888888888888889, 'f1-score': 0.4666666666666666, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.62991341991342, 'recall': 0.492063492063492, 'f1-score': 0.5144755359188349, 'support': 84}, 'weighted avg': {'precision': 0.7057359307359308, 'recall': 0.7142857142857143, 'f1-score': 0.681956035564283, 'support': 84}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.7875000238418579,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.4, 'recall': 0.3333333333333333, 'f1-score': 0.3636363636363636, 'support': 6}, 'LumA': {'precision': 0.8571428571428571, 'recall': 0.8780487804878049, 'f1-score': 0.8674698795180722, 'support': 41}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.7777777777777778, 'f1-score': 0.7000000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7875, 'recall': 0.7875, 'f1-score': 0.7875, 'support': 80}, 'macro avg': {'precision': 0.5787012987012987, 'recall': 0.5670627475505524, 'f1-score': 0.5695545819642206, 'support': 80}, 'weighted avg': {'precision': 0.7749675324675324, 'recall': 0.7875, 'f1-score': 0.7783093738590726, 'support': 80}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7721518874168396,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.7777777777777778, 'recall': 0.8536585365853658, 'f1-score': 0.8139534883720929, 'support': 41}, 'LumB': {'precision': 0.625, 'recall': 0.5882352941176471, 'f1-score': 0.6060606060606061, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.6234126984126984, 'recall': 0.6242762020380386, 'f1-score': 0.621182306066027, 'support': 79}, 'weighted avg': {'precision': 0.7569570022101668, 'recall': 0.7721518987341772, 'f1-score': 0.7621161342827517, 'support': 79}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.797468364238739,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7454545454545455, 'recall': 1.0, 'f1-score': 0.8541666666666666, 'support': 41}, 'LumB': {'precision': 0.8571428571428571, 'recall': 0.35294117647058826, 'f1-score': 0.5, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.7062337662337662, 'recall': 0.5705882352941176, 'f1-score': 0.5967592592592592, 'support': 79}, 'weighted avg': {'precision': 0.8000821962847279, 'recall': 0.7974683544303798, 'f1-score': 0.7599917955930614, 'support': 79}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7341772317886353,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.75, 'recall': 0.8780487804878049, 'f1-score': 0.8089887640449439, 'support': 41}, 'LumB': {'precision': 0.5714285714285714, 'recall': 0.47058823529411764, 'f1-score': 0.5161290322580646, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.6214285714285713, 'recall': 0.5389581723871537, 'f1-score': 0.561319855556898, 'support': 79}, 'weighted avg': {'precision': 0.7174502712477396, 'recall': 0.7341772151898734, 'f1-score': 0.7156370312255999, 'support': 79}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7721518874168396,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7777777777777778, 'recall': 0.8536585365853658, 'f1-score': 0.8139534883720929, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.5, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.7721518987341772, 'recall': 0.7721518987341772, 'f1-score': 0.7721518987341772, 'support': 79}, 'macro avg': {'precision': 0.7365079365079366, 'recall': 0.6766140602582496, 'f1-score': 0.684845655858409, 'support': 79}, 'weighted avg': {'precision': 0.7791842475386779, 'recall': 0.7721518987341772, 'f1-score': 0.7666022694140482, 'support': 79}}",0.7601544,300,100,64,100,0.001,0.6,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
