,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6904761791229248,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.7857142857142857, 'f1-score': 0.8461538461538461, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.640625, 'recall': 0.9761904761904762, 'f1-score': 0.7735849056603773, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.3333333333333333, 'f1-score': 0.46153846153846156, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6904761904761905, 'recall': 0.6904761904761905, 'f1-score': 0.6904761904761905, 'support': 84}, 'macro avg': {'precision': 0.4614583333333333, 'recall': 0.41904761904761906, 'f1-score': 0.416255442670537, 'support': 84}, 'weighted avg': {'precision': 0.6338045634920635, 'recall': 0.6904761904761905, 'f1-score': 0.6267191927569286, 'support': 84}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7142857313156128,"{'Basal': {'precision': 0.7058823529411765, 'recall': 0.8571428571428571, 'f1-score': 0.7741935483870968, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7169811320754716, 'recall': 0.9047619047619048, 'f1-score': 0.8, 'support': 42}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.5555555555555556, 'f1-score': 0.6250000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.4274298398604725, 'recall': 0.46349206349206346, 'f1-score': 0.43983870967741934, 'support': 84}, 'weighted avg': {'precision': 0.6291988493510613, 'recall': 0.7142857142857143, 'f1-score': 0.6629608294930875, 'support': 84}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.6428571343421936,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.7857142857142857, 'f1-score': 0.8461538461538461, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5915492957746479, 'recall': 1.0, 'f1-score': 0.743362831858407, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.05555555555555555, 'f1-score': 0.10526315789473684, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.501643192488263, 'recall': 0.3682539682539682, 'f1-score': 0.338955967181398, 'support': 84}, 'weighted avg': {'precision': 0.662838139950816, 'recall': 0.6428571428571429, 'f1-score': 0.5352634479322882, 'support': 84}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6428571343421936,"{'Basal': {'precision': 0.6666666666666666, 'recall': 0.8571428571428571, 'f1-score': 0.75, 'support': 14}, 'Her2': {'precision': 0.5, 'recall': 0.14285714285714285, 'f1-score': 0.22222222222222224, 'support': 7}, 'LumA': {'precision': 0.6333333333333333, 'recall': 0.9047619047619048, 'f1-score': 0.7450980392156863, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.16666666666666666, 'f1-score': 0.27272727272727276, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.51, 'recall': 0.41428571428571426, 'f1-score': 0.39800950683303626, 'support': 84}, 'weighted avg': {'precision': 0.6301587301587301, 'recall': 0.6428571428571429, 'f1-score': 0.5745090965679202, 'support': 84}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.6547619104385376,"{'Basal': {'precision': 0.9166666666666666, 'recall': 0.7857142857142857, 'f1-score': 0.8461538461538461, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.625, 'recall': 0.9523809523809523, 'f1-score': 0.7547169811320755, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.2222222222222222, 'f1-score': 0.30769230769230765, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6547619047619048, 'recall': 0.6547619047619048, 'f1-score': 0.6547619047619048, 'support': 84}, 'macro avg': {'precision': 0.4083333333333333, 'recall': 0.3920634920634921, 'f1-score': 0.38171262699564584, 'support': 84}, 'weighted avg': {'precision': 0.5724206349206349, 'recall': 0.6547619047619048, 'f1-score': 0.5843181975257448, 'support': 84}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.6790123581886292,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6428571428571429, 'f1-score': 0.7200000000000001, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6792452830188679, 'recall': 0.8780487804878049, 'f1-score': 0.7659574468085106, 'support': 41}, 'LumB': {'precision': 0.5882352941176471, 'recall': 0.5555555555555556, 'f1-score': 0.5714285714285715, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6790123456790124, 'recall': 0.6790123456790124, 'f1-score': 0.6790123456790124, 'support': 81}, 'macro avg': {'precision': 0.4171324790636667, 'recall': 0.4152922957801007, 'f1-score': 0.41147720364741647, 'support': 81}, 'weighted avg': {'precision': 0.6159486092893417, 'recall': 0.6790123456790124, 'f1-score': 0.6391354272205336, 'support': 81}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6835442781448364,"{'Basal': {'precision': 0.7857142857142857, 'recall': 0.8461538461538461, 'f1-score': 0.8148148148148148, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6507936507936508, 'recall': 1.0, 'f1-score': 0.7884615384615385, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.11764705882352941, 'f1-score': 0.21052631578947367, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6835443037974683, 'recall': 0.6835443037974683, 'f1-score': 0.6835443037974683, 'support': 79}, 'macro avg': {'precision': 0.48730158730158735, 'recall': 0.39276018099547516, 'f1-score': 0.36276053381316536, 'support': 79}, 'weighted avg': {'precision': 0.6822382961623468, 'recall': 0.6835443037974683, 'f1-score': 0.5885881397207181, 'support': 79}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.6329113841056824,"{'Basal': {'precision': 0.8181818181818182, 'recall': 0.6923076923076923, 'f1-score': 0.7500000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6119402985074627, 'recall': 1.0, 'f1-score': 0.7592592592592593, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.28602442333785616, 'recall': 0.3384615384615385, 'f1-score': 0.3018518518518519, 'support': 79}, 'weighted avg': {'precision': 0.452226783229995, 'recall': 0.6329113924050633, 'f1-score': 0.5174636661978435, 'support': 79}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.6455696225166321,"{'Basal': {'precision': 0.875, 'recall': 0.5384615384615384, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.609375, 'recall': 0.9512195121951219, 'f1-score': 0.7428571428571428, 'support': 41}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.29411764705882354, 'f1-score': 0.4166666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.4397321428571429, 'recall': 0.35675973954309675, 'f1-score': 0.36523809523809525, 'support': 79}, 'weighted avg': {'precision': 0.6139523056057866, 'recall': 0.6455696202531646, 'f1-score': 0.5849005424954792, 'support': 79}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.6455696225166321,"{'Basal': {'precision': 0.875, 'recall': 0.5384615384615384, 'f1-score': 0.6666666666666667, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.609375, 'recall': 0.9512195121951219, 'f1-score': 0.7428571428571428, 'support': 41}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.29411764705882354, 'f1-score': 0.4166666666666667, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6455696202531646, 'recall': 0.6455696202531646, 'f1-score': 0.6455696202531646, 'support': 79}, 'macro avg': {'precision': 0.4397321428571429, 'recall': 0.35675973954309675, 'f1-score': 0.36523809523809525, 'support': 79}, 'weighted avg': {'precision': 0.6139523056057866, 'recall': 0.6455696202531646, 'f1-score': 0.5849005424954792, 'support': 79}}",0.6631845,300,100,64,100,0.001,0.2,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
