,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6309523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5833333333333334, 'recall': 1.0, 'f1-score': 0.7368421052631579, 'support': 42}, 'LumB': {'precision': 0.5, 'recall': 0.05555555555555555, 'f1-score': 0.09999999999999999, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6309523809523809, 'recall': 0.6309523809523809, 'f1-score': 0.6309523809523809, 'support': 84}, 'macro avg': {'precision': 0.4166666666666667, 'recall': 0.353968253968254, 'f1-score': 0.33403508771929824, 'support': 84}, 'weighted avg': {'precision': 0.5654761904761905, 'recall': 0.6309523809523809, 'f1-score': 0.5287385129490392, 'support': 84}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8452380895614624,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.8695652173913043, 'recall': 0.9523809523809523, 'f1-score': 0.909090909090909, 'support': 42}, 'LumB': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.650103519668737, 'recall': 0.6142857142857143, 'f1-score': 0.6156643356643355, 'support': 84}, 'weighted avg': {'precision': 0.8100660554076702, 'recall': 0.8452380952380952, 'f1-score': 0.8193806193806191, 'support': 84}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.738095223903656,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.6949152542372882, 'recall': 0.9761904761904762, 'f1-score': 0.8118811881188118, 'support': 42}, 'LumB': {'precision': 0.6363636363636364, 'recall': 0.3888888888888889, 'f1-score': 0.4827586206896552, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.46625577812018487, 'recall': 0.473015873015873, 'f1-score': 0.45892796176169337, 'support': 84}, 'weighted avg': {'precision': 0.6504879301489471, 'recall': 0.7380952380952381, 'f1-score': 0.6760555365881415, 'support': 84}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6785714030265808,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.3333333333333333, 'recall': 0.14285714285714285, 'f1-score': 0.2, 'support': 7}, 'LumA': {'precision': 0.7083333333333334, 'recall': 0.8095238095238095, 'f1-score': 0.7555555555555556, 'support': 42}, 'LumB': {'precision': 0.45, 'recall': 0.5, 'f1-score': 0.4736842105263158, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6785714285714286, 'recall': 0.6785714285714286, 'f1-score': 0.6785714285714286, 'support': 84}, 'macro avg': {'precision': 0.49833333333333335, 'recall': 0.47619047619047616, 'f1-score': 0.4784405458089669, 'support': 84}, 'weighted avg': {'precision': 0.6450396825396825, 'recall': 0.6785714285714286, 'f1-score': 0.6564420310034346, 'support': 84}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.761904776096344,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.7192982456140351, 'recall': 0.9761904761904762, 'f1-score': 0.8282828282828282, 'support': 42}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.3888888888888889, 'f1-score': 0.5185185185185185, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7619047619047619, 'recall': 0.7619047619047619, 'f1-score': 0.7619047619047619, 'support': 84}, 'macro avg': {'precision': 0.6194152046783625, 'recall': 0.5301587301587302, 'f1-score': 0.5424637176361314, 'support': 84}, 'weighted avg': {'precision': 0.7374269005847953, 'recall': 0.7619047619047619, 'f1-score': 0.7195053988157435, 'support': 84}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.8374999761581421,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9512195121951219, 'f1-score': 0.9069767441860465, 'support': 41}, 'LumB': {'precision': 0.7, 'recall': 0.7777777777777778, 'f1-score': 0.7368421052631577, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8375, 'recall': 0.8375, 'f1-score': 0.8375, 'support': 80}, 'macro avg': {'precision': 0.6133333333333333, 'recall': 0.5791327913279133, 'f1-score': 0.5787637698898408, 'support': 80}, 'weighted avg': {'precision': 0.8016666666666665, 'recall': 0.8375, 'f1-score': 0.8118650550795593, 'support': 80}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.6329113841056824,"{'Basal': {'precision': 1.0, 'recall': 0.6923076923076923, 'f1-score': 0.8181818181818181, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.6029411764705882, 'recall': 1.0, 'f1-score': 0.7522935779816513, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.6329113924050633, 'recall': 0.6329113924050633, 'f1-score': 0.6329113924050633, 'support': 79}, 'macro avg': {'precision': 0.3205882352941177, 'recall': 0.3384615384615385, 'f1-score': 0.31409507923269386, 'support': 79}, 'weighted avg': {'precision': 0.47747580044676097, 'recall': 0.6329113924050633, 'f1-score': 0.525068358653308, 'support': 79}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8101266026496887,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.7959183673469388, 'recall': 0.9512195121951219, 'f1-score': 0.8666666666666666, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.47058823529411764, 'f1-score': 0.5517241379310345, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.6782312925170068, 'recall': 0.6176948828311812, 'f1-score': 0.6362707535121329, 'support': 79}, 'weighted avg': {'precision': 0.7852837337466632, 'recall': 0.810126582278481, 'f1-score': 0.7877362303377143, 'support': 79}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.797468364238739,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7358490566037735, 'recall': 0.9512195121951219, 'f1-score': 0.8297872340425531, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.47058823529411764, 'f1-score': 0.5925925925925927, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.7974683544303798, 'recall': 0.7974683544303798, 'f1-score': 0.7974683544303798, 'support': 79}, 'macro avg': {'precision': 0.9071698113207548, 'recall': 0.6689769341132326, 'f1-score': 0.7431426319936958, 'support': 79}, 'weighted avg': {'precision': 0.8198710293766419, 'recall': 0.7974683544303798, 'f1-score': 0.783654227888001, 'support': 79}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8481012582778931,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 0.5, 'f1-score': 0.6, 'support': 6}, 'LumA': {'precision': 0.8367346938775511, 'recall': 1.0, 'f1-score': 0.9111111111111111, 'support': 41}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5882352941176471, 'f1-score': 0.6896551724137931, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.6697278911564626, 'recall': 0.6176470588235294, 'f1-score': 0.6327458492975734, 'support': 79}, 'weighted avg': {'precision': 0.8233445276844916, 'recall': 0.8481012658227848, 'f1-score': 0.8252938228494754, 'support': 79}}",0.7580869,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
