,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8452380895614624,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.7647058823529411, 'recall': 0.7222222222222222, 'f1-score': 0.7428571428571428, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.783153942428035, 'recall': 0.7015873015873016, 'f1-score': 0.7342726353962309, 'support': 84}, 'weighted avg': {'precision': 0.8405879373025806, 'recall': 0.8452380952380952, 'f1-score': 0.8389569727183425, 'support': 84}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.8571428571428571, 'f1-score': 0.75, 'support': 7}, 'LumA': {'precision': 0.803921568627451, 'recall': 0.9761904761904762, 'f1-score': 0.8817204301075269, 'support': 42}, 'LumB': {'precision': 1.0, 'recall': 0.6111111111111112, 'f1-score': 0.7586206896551725, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.6941176470588235, 'recall': 0.6460317460317461, 'f1-score': 0.6540682239525399, 'support': 84}, 'weighted avg': {'precision': 0.838468720821662, 'recall': 0.8214285714285714, 'f1-score': 0.8125884580751099, 'support': 84}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8690476417541504,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.9024390243902439, 'recall': 0.8809523809523809, 'f1-score': 0.8915662650602411, 'support': 42}, 'LumB': {'precision': 0.7, 'recall': 0.7777777777777778, 'f1-score': 0.7368421052631577, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8690476190476191, 'recall': 0.8690476190476191, 'f1-score': 0.8690476190476191, 'support': 84}, 'macro avg': {'precision': 0.8919163763066201, 'recall': 0.8365079365079365, 'f1-score': 0.8571102454932511, 'support': 84}, 'weighted avg': {'precision': 0.8750290360046458, 'recall': 0.8690476190476191, 'f1-score': 0.8703445360388924, 'support': 84}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.773809552192688,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.8421052631578947, 'recall': 0.7619047619047619, 'f1-score': 0.8, 'support': 42}, 'LumB': {'precision': 0.6842105263157895, 'recall': 0.7222222222222222, 'f1-score': 0.7027027027027027, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.6666666666666666, 'f1-score': 0.4444444444444444, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6919298245614035, 'recall': 0.7444444444444444, 'f1-score': 0.7056098007822145, 'support': 84}, 'weighted avg': {'precision': 0.7906850459482038, 'recall': 0.7738095238095238, 'f1-score': 0.7786537579641026, 'support': 84}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8214285969734192,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.7636363636363637, 'recall': 1.0, 'f1-score': 0.865979381443299, 'support': 42}, 'LumB': {'precision': 0.9, 'recall': 0.5, 'f1-score': 0.6428571428571429, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.9193939393939395, 'recall': 0.6904761904761905, 'f1-score': 0.7437596420248394, 'support': 84}, 'weighted avg': {'precision': 0.8492784992784993, 'recall': 0.8214285714285714, 'f1-score': 0.7972727986008166, 'support': 84}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.8765432238578796,"{'Basal': {'precision': 1.0, 'recall': 0.7857142857142857, 'f1-score': 0.88, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.9512195121951219, 'recall': 0.9512195121951219, 'f1-score': 0.9512195121951219, 'support': 41}, 'LumB': {'precision': 0.8, 'recall': 0.8888888888888888, 'f1-score': 0.8421052631578948, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 1.0, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.8765432098765432, 'recall': 0.8765432098765432, 'f1-score': 0.8765432098765432, 'support': 81}, 'macro avg': {'precision': 0.8169105691056909, 'recall': 0.8251645373596592, 'f1-score': 0.7679982884039367, 'support': 81}, 'weighted avg': {'precision': 0.9144032921810701, 'recall': 0.8765432098765432, 'f1-score': 0.8824431448992852, 'support': 81}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7594936490058899,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 6}, 'LumA': {'precision': 0.8, 'recall': 0.8780487804878049, 'f1-score': 0.8372093023255814, 'support': 41}, 'LumB': {'precision': 0.5263157894736842, 'recall': 0.5882352941176471, 'f1-score': 0.5555555555555555, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.5985964912280701, 'recall': 0.5445388662031416, 'f1-score': 0.5594418604651163, 'support': 79}, 'weighted avg': {'precision': 0.7436375749500334, 'recall': 0.759493670886076, 'f1-score': 0.7457809178032906, 'support': 79}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8227847814559937,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.9444444444444444, 'recall': 0.8292682926829268, 'f1-score': 0.883116883116883, 'support': 41}, 'LumB': {'precision': 0.6818181818181818, 'recall': 0.8823529411764706, 'f1-score': 0.7692307692307693, 'support': 17}, 'Normal': {'precision': 0.2, 'recall': 0.5, 'f1-score': 0.28571428571428575, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.750966810966811, 'recall': 0.7089909134385461, 'f1-score': 0.6802049802049801, 'support': 79}, 'weighted avg': {'precision': 0.8706906314501252, 'recall': 0.8227848101265823, 'f1-score': 0.8275273718311692, 'support': 79}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8607594966888428,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.8297872340425532, 'recall': 0.9512195121951219, 'f1-score': 0.8863636363636364, 'support': 41}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5882352941176471, 'f1-score': 0.6896551724137931, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.9172394980905618, 'recall': 0.8591730125446052, 'f1-score': 0.8816373281890524, 'support': 79}, 'weighted avg': {'precision': 0.8631385223090045, 'recall': 0.8607594936708861, 'f1-score': 0.8546783857783422, 'support': 79}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8227847814559937,"{'Basal': {'precision': 0.7647058823529411, 'recall': 1.0, 'f1-score': 0.8666666666666666, 'support': 13}, 'Her2': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 6}, 'LumA': {'precision': 0.8297872340425532, 'recall': 0.9512195121951219, 'f1-score': 0.8863636363636364, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.5294117647058824, 'f1-score': 0.6923076923076924, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.6788986232790989, 'recall': 0.6294595887135341, 'f1-score': 0.6345221445221445, 'support': 79}, 'weighted avg': {'precision': 0.8324361147637077, 'recall': 0.8227848101265823, 'f1-score': 0.8068410492461126, 'support': 79}}",0.82733184,300,100,64,100,0.01,0.2,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
