,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8809523582458496,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 42}, 'LumB': {'precision': 0.7894736842105263, 'recall': 0.8333333333333334, 'f1-score': 0.8108108108108109, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.7969423558897244, 'recall': 0.7619047619047621, 'f1-score': 0.7748260499984638, 'support': 84}, 'weighted avg': {'precision': 0.8763157894736842, 'recall': 0.8809523809523809, 'f1-score': 0.8773387066490514, 'support': 84}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8928571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 42}, 'LumB': {'precision': 0.7727272727272727, 'recall': 0.9444444444444444, 'f1-score': 0.85, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8928571428571429, 'recall': 0.8928571428571429, 'f1-score': 0.8928571428571429, 'support': 84}, 'macro avg': {'precision': 0.9069264069264069, 'recall': 0.7698412698412699, 'f1-score': 0.8021530321530321, 'support': 84}, 'weighted avg': {'precision': 0.9016955266955268, 'recall': 0.8928571428571429, 'f1-score': 0.8888821055487722, 'support': 84}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.8541666666666666, 'recall': 0.9761904761904762, 'f1-score': 0.9111111111111111, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5555555555555556, 'f1-score': 0.6666666666666667, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.9089285714285715, 'recall': 0.8777777777777779, 'f1-score': 0.886984126984127, 'support': 84}, 'weighted avg': {'precision': 0.8794642857142857, 'recall': 0.8809523809523809, 'f1-score': 0.8722222222222222, 'support': 84}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.8809523809523809, 'f1-score': 0.8505747126436781, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.6666666666666666, 'f1-score': 0.6666666666666666, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8577777777777778, 'recall': 0.7571428571428571, 'f1-score': 0.7967816091954022, 'support': 84}, 'weighted avg': {'precision': 0.823015873015873, 'recall': 0.8214285714285714, 'f1-score': 0.8189381499726328, 'support': 84}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8571428656578064,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.625, 'recall': 0.7142857142857143, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.851063829787234, 'recall': 0.9523809523809523, 'f1-score': 0.898876404494382, 'support': 42}, 'LumB': {'precision': 0.8461538461538461, 'recall': 0.6111111111111112, 'f1-score': 0.7096774193548387, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.864443535188216, 'recall': 0.788888888888889, 'f1-score': 0.8150440981031775, 'support': 84}, 'weighted avg': {'precision': 0.861314881926584, 'recall': 0.8571428571428571, 'f1-score': 0.8523055857597358, 'support': 84}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.9125000238418579,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 6}, 'LumA': {'precision': 0.8913043478260869, 'recall': 1.0, 'f1-score': 0.9425287356321839, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.7777777777777778, 'f1-score': 0.8750000000000001, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.9125, 'recall': 0.9125, 'f1-score': 0.9125, 'support': 80}, 'macro avg': {'precision': 0.7211180124223603, 'recall': 0.7222222222222222, 'f1-score': 0.7173519009725906, 'support': 80}, 'weighted avg': {'precision': 0.897864906832298, 'recall': 0.9125, 'f1-score': 0.9001132847038018, 'support': 80}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.8227847814559937,"{'Basal': {'precision': 1.0, 'recall': 0.7692307692307693, 'f1-score': 0.8695652173913044, 'support': 13}, 'Her2': {'precision': 0.6, 'recall': 1.0, 'f1-score': 0.7499999999999999, 'support': 6}, 'LumA': {'precision': 0.8604651162790697, 'recall': 0.9024390243902439, 'f1-score': 0.8809523809523809, 'support': 41}, 'LumB': {'precision': 0.7333333333333333, 'recall': 0.6470588235294118, 'f1-score': 0.6875, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.8387596899224807, 'recall': 0.763745723430085, 'f1-score': 0.7709368530020704, 'support': 79}, 'weighted avg': {'precision': 0.8398194485330194, 'recall': 0.8227848101265823, 'f1-score': 0.8220788452970621, 'support': 79}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8101266026496887,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.9024390243902439, 'f1-score': 0.8604651162790697, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.5882352941176471, 'f1-score': 0.625, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.649059829059829, 'recall': 0.6494169149836295, 'f1-score': 0.6483750745378651, 'support': 79}, 'weighted avg': {'precision': 0.7853727144866385, 'recall': 0.810126582278481, 'f1-score': 0.7962540476891374, 'support': 79}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8987341523170471,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.8837209302325582, 'recall': 0.926829268292683, 'f1-score': 0.9047619047619047, 'support': 41}, 'LumB': {'precision': 0.8235294117647058, 'recall': 0.8235294117647058, 'f1-score': 0.8235294117647058, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.9414500683994527, 'recall': 0.8346871206268623, 'f1-score': 0.8709915966386556, 'support': 79}, 'weighted avg': {'precision': 0.901677951133353, 'recall': 0.8987341772151899, 'f1-score': 0.8975768535262205, 'support': 79}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8987341523170471,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.975609756097561, 'f1-score': 0.9411764705882352, 'support': 41}, 'LumB': {'precision': 0.8666666666666667, 'recall': 0.7647058823529411, 'f1-score': 0.8125, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.7075324675324676, 'recall': 0.7147297943567671, 'f1-score': 0.7099945533769063, 'support': 79}, 'weighted avg': {'precision': 0.8743985971834074, 'recall': 0.8987341772151899, 'f1-score': 0.8850538457295716, 'support': 79}}",0.8676213,100,20,256,100,0.01,0.8,0.0,True,False,False,categorical_crossentropy,binary_crossentropy
