,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.6190476417541504,"{'Basal': {'precision': 1.0, 'recall': 0.35714285714285715, 'f1-score': 0.5263157894736842, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.5774647887323944, 'recall': 0.9761904761904762, 'f1-score': 0.7256637168141593, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.3333333333333333, 'f1-score': 0.46153846153846156, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6190476190476191, 'recall': 0.6190476190476191, 'f1-score': 0.6190476190476191, 'support': 84}, 'macro avg': {'precision': 0.4654929577464789, 'recall': 0.3333333333333333, 'f1-score': 0.34270359356526103, 'support': 84}, 'weighted avg': {'precision': 0.6161133467471496, 'recall': 0.6190476190476191, 'f1-score': 0.5494522555537926, 'support': 84}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7857142686843872,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.8409090909090909, 'recall': 0.8809523809523809, 'f1-score': 0.8604651162790699, 'support': 42}, 'LumB': {'precision': 0.64, 'recall': 0.8888888888888888, 'f1-score': 0.7441860465116279, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7857142857142857, 'recall': 0.7857142857142857, 'f1-score': 0.7857142857142857, 'support': 84}, 'macro avg': {'precision': 0.48189610389610393, 'recall': 0.5396825396825398, 'f1-score': 0.5066445182724253, 'support': 84}, 'weighted avg': {'precision': 0.7123593073593074, 'recall': 0.7857142857142857, 'f1-score': 0.7444629014396457, 'support': 84}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.75,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.7547169811320755, 'recall': 0.9523809523809523, 'f1-score': 0.8421052631578947, 'support': 42}, 'LumB': {'precision': 0.5333333333333333, 'recall': 0.4444444444444444, 'f1-score': 0.4848484848484848, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.75, 'recall': 0.75, 'f1-score': 0.75, 'support': 84}, 'macro avg': {'precision': 0.6576100628930818, 'recall': 0.5984126984126983, 'f1-score': 0.6179833421938685, 'support': 84}, 'weighted avg': {'precision': 0.6940251572327044, 'recall': 0.75, 'f1-score': 0.7140139912069736, 'support': 84}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.7959183673469388, 'recall': 0.9285714285714286, 'f1-score': 0.8571428571428572, 'support': 42}, 'LumB': {'precision': 0.75, 'recall': 0.6666666666666666, 'f1-score': 0.7058823529411765, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.6691836734693878, 'recall': 0.6333333333333333, 'f1-score': 0.6459383753501401, 'support': 84}, 'weighted avg': {'precision': 0.7920068027210886, 'recall': 0.8214285714285714, 'f1-score': 0.8020541549953315, 'support': 84}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.7976190447807312,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 42}, 'LumB': {'precision': 0.64, 'recall': 0.8888888888888888, 'f1-score': 0.7441860465116279, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.7660952380952382, 'recall': 0.6444444444444445, 'f1-score': 0.6604367209018372, 'support': 84}, 'weighted avg': {'precision': 0.8276190476190476, 'recall': 0.7976190476190477, 'f1-score': 0.7908278198975873, 'support': 84}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.7654321193695068,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7321428571428571, 'recall': 1.0, 'f1-score': 0.8453608247422679, 'support': 41}, 'LumB': {'precision': 0.7272727272727273, 'recall': 0.4444444444444444, 'f1-score': 0.5517241379310345, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7654320987654321, 'recall': 0.7654320987654321, 'f1-score': 0.7654320987654321, 'support': 81}, 'macro avg': {'precision': 0.47759740259740263, 'recall': 0.4746031746031746, 'f1-score': 0.46513127824894623, 'support': 81}, 'weighted avg': {'precision': 0.6927008177008177, 'recall': 0.7654320987654321, 'f1-score': 0.7109978802122421, 'support': 81}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.5189873576164246,"{'Basal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.5857142857142857, 'recall': 1.0, 'f1-score': 0.7387387387387387, 'support': 41}, 'LumB': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.5189873417721519, 'recall': 0.5189873417721519, 'f1-score': 0.5189873417721519, 'support': 79}, 'macro avg': {'precision': 0.11714285714285715, 'recall': 0.2, 'f1-score': 0.14774774774774774, 'support': 79}, 'weighted avg': {'precision': 0.30397830018083183, 'recall': 0.5189873417721519, 'f1-score': 0.38339605428213025, 'support': 79}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.7594936490058899,"{'Basal': {'precision': 0.9090909090909091, 'recall': 0.7692307692307693, 'f1-score': 0.8333333333333333, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.9024390243902439, 'f1-score': 0.8409090909090909, 'support': 41}, 'LumB': {'precision': 0.6190476190476191, 'recall': 0.7647058823529411, 'f1-score': 0.6842105263157895, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.46307451413834394, 'recall': 0.4872751351947908, 'f1-score': 0.4716905901116427, 'support': 79}, 'weighted avg': {'precision': 0.6913745200844582, 'recall': 0.759493670886076, 'f1-score': 0.720787151999677, 'support': 79}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7594936490058899,"{'Basal': {'precision': 1.0, 'recall': 0.5384615384615384, 'f1-score': 0.7000000000000001, 'support': 13}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9512195121951219, 'f1-score': 0.8965517241379309, 'support': 41}, 'LumB': {'precision': 0.5384615384615384, 'recall': 0.8235294117647058, 'f1-score': 0.6511627906976744, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.4772575250836121, 'recall': 0.4626420924842732, 'f1-score': 0.44954290296712107, 'support': 79}, 'weighted avg': {'precision': 0.720439439481817, 'recall': 0.759493670886076, 'f1-score': 0.7206125079938688, 'support': 79}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7341772317886353,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.5, 'recall': 0.16666666666666666, 'f1-score': 0.25, 'support': 6}, 'LumA': {'precision': 0.8461538461538461, 'recall': 0.8048780487804879, 'f1-score': 0.8250000000000001, 'support': 41}, 'LumB': {'precision': 0.4782608695652174, 'recall': 0.6470588235294118, 'f1-score': 0.55, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.5382162764771461, 'recall': 0.5237207077953132, 'f1-score': 0.5107142857142858, 'support': 79}, 'weighted avg': {'precision': 0.7226507486276336, 'recall': 0.7341772151898734, 'f1-score': 0.7183092224231465, 'support': 79}}",0.73113936,300,100,256,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
