,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8095238208770752,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.2857142857142857, 'f1-score': 0.4444444444444445, 'support': 7}, 'LumA': {'precision': 0.8163265306122449, 'recall': 0.9523809523809523, 'f1-score': 0.8791208791208791, 'support': 42}, 'LumB': {'precision': 0.6842105263157895, 'recall': 0.7222222222222222, 'f1-score': 0.7027027027027027, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6858216970998926, 'recall': 0.5777777777777778, 'f1-score': 0.5909678909678909, 'support': 84}, 'weighted avg': {'precision': 0.792875044754744, 'recall': 0.8095238095238095, 'f1-score': 0.7819385319385319, 'support': 84}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8452380895614624,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 0.42857142857142855, 'f1-score': 0.5454545454545454, 'support': 7}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9285714285714286, 'f1-score': 0.8863636363636365, 'support': 42}, 'LumB': {'precision': 0.7619047619047619, 'recall': 0.8888888888888888, 'f1-score': 0.8205128205128205, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8452380952380952, 'recall': 0.8452380952380952, 'f1-score': 0.8452380952380952, 'support': 84}, 'macro avg': {'precision': 0.6719461697722566, 'recall': 0.6349206349206349, 'f1-score': 0.6430587930587931, 'support': 84}, 'weighted avg': {'precision': 0.8163450162673765, 'recall': 0.8452380952380952, 'f1-score': 0.8249543666210334, 'support': 84}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.7976190447807312,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 7}, 'LumA': {'precision': 0.78, 'recall': 0.9285714285714286, 'f1-score': 0.8478260869565217, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.4444444444444444, 'f1-score': 0.5333333333333333, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.7739487179487179, 'recall': 0.7126984126984127, 'f1-score': 0.7340096618357488, 'support': 84}, 'weighted avg': {'precision': 0.7878937728937729, 'recall': 0.7976190476190477, 'f1-score': 0.7839659535311709, 'support': 84}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.6428571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.7142857142857143, 'f1-score': 0.8333333333333333, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6190476190476191, 'recall': 0.9285714285714286, 'f1-score': 0.742857142857143, 'support': 42}, 'LumB': {'precision': 0.4, 'recall': 0.2222222222222222, 'f1-score': 0.2857142857142857, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6428571428571429, 'recall': 0.6428571428571429, 'f1-score': 0.6428571428571429, 'support': 84}, 'macro avg': {'precision': 0.6038095238095238, 'recall': 0.4015873015873016, 'f1-score': 0.4223809523809524, 'support': 84}, 'weighted avg': {'precision': 0.6452380952380953, 'recall': 0.6428571428571429, 'f1-score': 0.5923752834467121, 'support': 84}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.6785714030265808,"{'Basal': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 14}, 'Her2': {'precision': 1.0, 'recall': 0.14285714285714285, 'f1-score': 0.25, 'support': 7}, 'LumA': {'precision': 0.6349206349206349, 'recall': 0.9523809523809523, 'f1-score': 0.7619047619047619, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.2222222222222222, 'f1-score': 0.3333333333333333, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.6785714285714286, 'recall': 0.6785714285714286, 'f1-score': 0.6785714285714286, 'support': 84}, 'macro avg': {'precision': 0.6317460317460317, 'recall': 0.4349206349206349, 'f1-score': 0.4404761904761905, 'support': 84}, 'weighted avg': {'precision': 0.6865079365079365, 'recall': 0.6785714285714286, 'f1-score': 0.6160714285714286, 'support': 84}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.7749999761581421,"{'Basal': {'precision': 1.0, 'recall': 0.6923076923076923, 'f1-score': 0.8181818181818181, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.76, 'recall': 0.926829268292683, 'f1-score': 0.8351648351648352, 'support': 41}, 'LumB': {'precision': 0.6875, 'recall': 0.6111111111111112, 'f1-score': 0.6470588235294118, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.775, 'recall': 0.775, 'f1-score': 0.775, 'support': 80}, 'macro avg': {'precision': 0.6895, 'recall': 0.5793829476756306, 'f1-score': 0.620081095375213, 'support': 80}, 'weighted avg': {'precision': 0.7816875, 'recall': 0.775, 'f1-score': 0.7665647587706411, 'support': 80}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.7594936490058899,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.5714285714285714, 'recall': 0.6666666666666666, 'f1-score': 0.6153846153846153, 'support': 6}, 'LumA': {'precision': 0.7551020408163265, 'recall': 0.9024390243902439, 'f1-score': 0.8222222222222222, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.47058823529411764, 'f1-score': 0.5517241379310345, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.759493670886076, 'recall': 0.759493670886076, 'f1-score': 0.759493670886076, 'support': 79}, 'macro avg': {'precision': 0.5986394557823129, 'recall': 0.5771695545009748, 'f1-score': 0.5811995284409077, 'support': 79}, 'weighted avg': {'precision': 0.7433049169034701, 'recall': 0.759493670886076, 'f1-score': 0.7430303267710513, 'support': 79}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8354430198669434,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.803921568627451, 'recall': 1.0, 'f1-score': 0.891304347826087, 'support': 41}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.5882352941176471, 'f1-score': 0.6896551724137931, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8354430379746836, 'recall': 0.8354430379746836, 'f1-score': 0.8354430379746836, 'support': 79}, 'macro avg': {'precision': 0.7131652661064426, 'recall': 0.584313725490196, 'f1-score': 0.6087844966405687, 'support': 79}, 'weighted avg': {'precision': 0.8253022728078573, 'recall': 0.8354430379746836, 'f1-score': 0.8074194267142097, 'support': 79}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.7341772317886353,"{'Basal': {'precision': 0.8461538461538461, 'recall': 0.8461538461538461, 'f1-score': 0.8461538461538461, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.7254901960784313, 'recall': 0.9024390243902439, 'f1-score': 0.8043478260869564, 'support': 41}, 'LumB': {'precision': 0.5833333333333334, 'recall': 0.4117647058823529, 'f1-score': 0.4827586206896552, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7341772151898734, 'recall': 0.7341772151898734, 'f1-score': 0.7341772151898734, 'support': 79}, 'macro avg': {'precision': 0.6309954751131223, 'recall': 0.5320715152852886, 'f1-score': 0.5599853919194249, 'support': 79}, 'weighted avg': {'precision': 0.7172375279225613, 'recall': 0.7341772151898734, 'f1-score': 0.7112045243201183, 'support': 79}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.7848101258277893,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.7755102040816326, 'recall': 0.926829268292683, 'f1-score': 0.8444444444444446, 'support': 41}, 'LumB': {'precision': 0.6428571428571429, 'recall': 0.5294117647058824, 'f1-score': 0.5806451612903226, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.7848101265822784, 'recall': 0.7848101265822784, 'f1-score': 0.7848101265822784, 'support': 79}, 'macro avg': {'precision': 0.6693877551020407, 'recall': 0.5579148732663797, 'f1-score': 0.5776105137395461, 'support': 79}, 'weighted avg': {'precision': 0.7695685869284423, 'recall': 0.7848101265822784, 'f1-score': 0.7596418795275471, 'support': 79}}",0.7662734,300,100,64,100,0.001,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
