,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8571428656578064,"{'Basal': {'precision': 0.9285714285714286, 'recall': 0.9285714285714286, 'f1-score': 0.9285714285714286, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.8666666666666667, 'recall': 0.9285714285714286, 'f1-score': 0.896551724137931, 'support': 42}, 'LumB': {'precision': 0.8823529411764706, 'recall': 0.8333333333333334, 'f1-score': 0.8571428571428571, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.678375350140056, 'recall': 0.680952380952381, 'f1-score': 0.6793103448275862, 'support': 84}, 'weighted avg': {'precision': 0.8366946778711485, 'recall': 0.8571428571428571, 'f1-score': 0.8462350457424348, 'support': 84}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8095238208770752,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.5714285714285714, 'recall': 0.5714285714285714, 'f1-score': 0.5714285714285714, 'support': 7}, 'LumA': {'precision': 0.875, 'recall': 0.8333333333333334, 'f1-score': 0.8536585365853658, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.7777777777777778, 'f1-score': 0.717948717948718, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.7226190476190475, 'recall': 0.7031746031746031, 'f1-score': 0.7086071651925311, 'support': 84}, 'weighted avg': {'precision': 0.8125, 'recall': 0.8095238095238095, 'f1-score': 0.8092468507102654, 'support': 84}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8690476417541504,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.8571428571428571, 'f1-score': 0.888888888888889, 'support': 14}, 'Her2': {'precision': 0.6363636363636364, 'recall': 1.0, 'f1-score': 0.7777777777777778, 'support': 7}, 'LumA': {'precision': 0.8913043478260869, 'recall': 0.9761904761904762, 'f1-score': 0.9318181818181818, 'support': 42}, 'LumB': {'precision': 0.9166666666666666, 'recall': 0.6111111111111112, 'f1-score': 0.7333333333333334, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8690476190476191, 'recall': 0.8690476190476191, 'f1-score': 0.8690476190476191, 'support': 84}, 'macro avg': {'precision': 0.8734823147866626, 'recall': 0.8222222222222223, 'f1-score': 0.8263636363636364, 'support': 84}, 'weighted avg': {'precision': 0.8846714879323575, 'recall': 0.8690476190476191, 'f1-score': 0.8645863395863397, 'support': 84}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.773809552192688,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.7872340425531915, 'recall': 0.8809523809523809, 'f1-score': 0.8314606741573034, 'support': 42}, 'LumB': {'precision': 0.5625, 'recall': 0.5, 'f1-score': 0.5294117647058824, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7738095238095238, 'recall': 0.7738095238095238, 'f1-score': 0.7738095238095238, 'support': 84}, 'macro avg': {'precision': 0.6232801418439716, 'recall': 0.6190476190476191, 'f1-score': 0.6191240898946531, 'support': 84}, 'weighted avg': {'precision': 0.73915273556231, 'recall': 0.7738095238095238, 'f1-score': 0.7541978195623614, 'support': 84}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8928571343421936,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 7}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.9523809523809523, 'f1-score': 0.9302325581395349, 'support': 42}, 'LumB': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 18}, 'Normal': {'precision': 0.5, 'recall': 0.3333333333333333, 'f1-score': 0.4, 'support': 3}, 'micro avg': {'precision': 0.8928571428571429, 'recall': 0.8928571428571429, 'f1-score': 0.8928571428571429, 'support': 84}, 'macro avg': {'precision': 0.8199134199134199, 'recall': 0.7809523809523811, 'f1-score': 0.7967343423157376, 'support': 84}, 'weighted avg': {'precision': 0.8890692640692641, 'recall': 0.8928571428571429, 'f1-score': 0.8898958205159756, 'support': 84}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.8888888955116272,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9512195121951219, 'f1-score': 0.8965517241379309, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8888888888888888, 'recall': 0.8888888888888888, 'f1-score': 0.8888888888888888, 'support': 81}, 'macro avg': {'precision': 0.9195652173913043, 'recall': 0.8235772357723576, 'f1-score': 0.844072249589491, 'support': 81}, 'weighted avg': {'precision': 0.9044551798174987, 'recall': 0.8888888888888888, 'f1-score': 0.8843803847635265, 'support': 81}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.9113923907279968,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 0.8571428571428571, 'recall': 1.0, 'f1-score': 0.923076923076923, 'support': 6}, 'LumA': {'precision': 0.8888888888888888, 'recall': 0.975609756097561, 'f1-score': 0.9302325581395349, 'support': 41}, 'LumB': {'precision': 0.9230769230769231, 'recall': 0.7058823529411765, 'f1-score': 0.8000000000000002, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9113924050632911, 'recall': 0.9113924050632911, 'f1-score': 0.9113924050632911, 'support': 79}, 'macro avg': {'precision': 0.9338217338217338, 'recall': 0.8362984218077475, 'f1-score': 0.863995229576625, 'support': 79}, 'weighted avg': {'precision': 0.9149317630330288, 'recall': 0.9113924050632911, 'f1-score': 0.9064725285508328, 'support': 79}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8860759735107422,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 6}, 'LumA': {'precision': 0.9487179487179487, 'recall': 0.9024390243902439, 'f1-score': 0.9249999999999999, 'support': 41}, 'LumB': {'precision': 0.7894736842105263, 'recall': 0.8823529411764706, 'f1-score': 0.8333333333333333, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8860759493670886, 'recall': 0.8860759493670886, 'f1-score': 0.8860759493670886, 'support': 79}, 'macro avg': {'precision': 0.6822537112010796, 'recall': 0.7415737777287276, 'f1-score': 0.7077106227106226, 'support': 79}, 'weighted avg': {'precision': 0.8711201079622132, 'recall': 0.8860759493670886, 'f1-score': 0.8763863773357444, 'support': 79}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8481012582778931,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 6}, 'LumA': {'precision': 0.9047619047619048, 'recall': 0.926829268292683, 'f1-score': 0.9156626506024096, 'support': 41}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.8235294117647058, 'f1-score': 0.7368421052631577, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.8989010989010989, 'recall': 0.7013537872935289, 'f1-score': 0.7484496691218314, 'support': 79}, 'weighted avg': {'precision': 0.8661844484629295, 'recall': 0.8481012658227848, 'f1-score': 0.8405293392089341, 'support': 79}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8987341523170471,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.9285714285714286, 'recall': 0.9512195121951219, 'f1-score': 0.9397590361445782, 'support': 41}, 'LumB': {'precision': 0.875, 'recall': 0.8235294117647058, 'f1-score': 0.8484848484848485, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.834047619047619, 'recall': 0.7882831181252989, 'f1-score': 0.8033630626401711, 'support': 79}, 'weighted avg': {'precision': 0.9014315852923448, 'recall': 0.8987341772151899, 'f1-score': 0.8965290060455533, 'support': 79}}",0.86355746,300,100,64,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
