,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7976190447807312,"{'Basal': {'precision': 0.8, 'recall': 0.8571428571428571, 'f1-score': 0.8275862068965518, 'support': 14}, 'Her2': {'precision': 0.6, 'recall': 0.42857142857142855, 'f1-score': 0.5, 'support': 7}, 'LumA': {'precision': 0.8333333333333334, 'recall': 0.9523809523809523, 'f1-score': 0.888888888888889, 'support': 42}, 'LumB': {'precision': 0.8461538461538461, 'recall': 0.6111111111111112, 'f1-score': 0.7096774193548387, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.6825641025641026, 'recall': 0.6365079365079366, 'f1-score': 0.6518971696947227, 'support': 84}, 'weighted avg': {'precision': 0.7932234432234433, 'recall': 0.7976190476190477, 'f1-score': 0.7880206402175257, 'support': 84}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.738095223903656,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.7551020408163265, 'recall': 0.8809523809523809, 'f1-score': 0.8131868131868131, 'support': 42}, 'LumB': {'precision': 0.6, 'recall': 0.5, 'f1-score': 0.5454545454545454, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.7380952380952381, 'recall': 0.7380952380952381, 'f1-score': 0.7380952380952381, 'support': 84}, 'macro avg': {'precision': 0.6043537414965987, 'recall': 0.5619047619047619, 'f1-score': 0.5794205794205793, 'support': 84}, 'weighted avg': {'precision': 0.728344671201814, 'recall': 0.7380952380952381, 'f1-score': 0.7286047286047284, 'support': 84}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8095238208770752,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.4, 'recall': 0.2857142857142857, 'f1-score': 0.3333333333333333, 'support': 7}, 'LumA': {'precision': 0.8076923076923077, 'recall': 1.0, 'f1-score': 0.8936170212765957, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8095238095238095, 'recall': 0.8095238095238095, 'f1-score': 0.8095238095238095, 'support': 84}, 'macro avg': {'precision': 0.6015384615384616, 'recall': 0.5619047619047619, 'f1-score': 0.5754600009919157, 'support': 84}, 'weighted avg': {'precision': 0.7752747252747254, 'recall': 0.8095238095238095, 'f1-score': 0.7842765981063854, 'support': 84}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.7142857313156128,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.2857142857142857, 'f1-score': 0.4, 'support': 7}, 'LumA': {'precision': 0.7142857142857143, 'recall': 0.8333333333333334, 'f1-score': 0.7692307692307692, 'support': 42}, 'LumB': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 18}, 'Normal': {'precision': 0.375, 'recall': 1.0, 'f1-score': 0.5454545454545454, 'support': 3}, 'micro avg': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 84}, 'macro avg': {'precision': 0.6711904761904762, 'recall': 0.6904761904761905, 'f1-score': 0.6249294001018139, 'support': 84}, 'weighted avg': {'precision': 0.7245039682539682, 'recall': 0.7142857142857143, 'f1-score': 0.6935868728972177, 'support': 84}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8690476417541504,"{'Basal': {'precision': 0.8235294117647058, 'recall': 1.0, 'f1-score': 0.9032258064516129, 'support': 14}, 'Her2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7}, 'LumA': {'precision': 0.9130434782608695, 'recall': 1.0, 'f1-score': 0.9545454545454545, 'support': 42}, 'LumB': {'precision': 0.8095238095238095, 'recall': 0.9444444444444444, 'f1-score': 0.8717948717948718, 'support': 18}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3}, 'micro avg': {'precision': 0.8690476190476191, 'recall': 0.8690476190476191, 'f1-score': 0.8690476190476191, 'support': 84}, 'macro avg': {'precision': 0.509219339909877, 'recall': 0.5888888888888889, 'f1-score': 0.5459132265583879, 'support': 84}, 'weighted avg': {'precision': 0.7672460288463211, 'recall': 0.8690476190476191, 'f1-score': 0.8146235484945162, 'support': 84}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.8765432238578796,"{'Basal': {'precision': 1.0, 'recall': 0.9285714285714286, 'f1-score': 0.962962962962963, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 1.0, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.9024390243902439, 'recall': 0.9024390243902439, 'f1-score': 0.9024390243902439, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.7222222222222222, 'f1-score': 0.8387096774193548, 'support': 18}, 'Normal': {'precision': 0.4, 'recall': 1.0, 'f1-score': 0.5714285714285715, 'support': 2}, 'micro avg': {'precision': 0.8765432098765432, 'recall': 0.8765432098765432, 'f1-score': 0.8765432098765432, 'support': 81}, 'macro avg': {'precision': 0.793821138211382, 'recall': 0.910646535036779, 'f1-score': 0.8151080472402266, 'support': 81}, 'weighted avg': {'precision': 0.9111111111111111, 'recall': 0.8765432098765432, 'f1-score': 0.8829767014553953, 'support': 81}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.8734177350997925,"{'Basal': {'precision': 1.0, 'recall': 0.9230769230769231, 'f1-score': 0.9600000000000001, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.9459459459459459, 'recall': 0.8536585365853658, 'f1-score': 0.8974358974358975, 'support': 41}, 'LumB': {'precision': 0.6956521739130435, 'recall': 0.9411764705882353, 'f1-score': 0.7999999999999999, 'support': 17}, 'Normal': {'precision': 0.5, 'recall': 0.5, 'f1-score': 0.5, 'support': 2}, 'micro avg': {'precision': 0.8734177215189873, 'recall': 0.8734177215189873, 'f1-score': 0.8734177215189873, 'support': 79}, 'macro avg': {'precision': 0.8283196239717979, 'recall': 0.8102490527167715, 'f1-score': 0.8133053613053611, 'support': 79}, 'weighted avg': {'precision': 0.8937958321557661, 'recall': 0.8734177215189873, 'f1-score': 0.8775875601192057, 'support': 79}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8101266026496887,"{'Basal': {'precision': 1.0, 'recall': 0.6923076923076923, 'f1-score': 0.8181818181818181, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 6}, 'LumA': {'precision': 0.8478260869565217, 'recall': 0.9512195121951219, 'f1-score': 0.8965517241379309, 'support': 41}, 'LumB': {'precision': 0.8461538461538461, 'recall': 0.6470588235294118, 'f1-score': 0.7333333333333334, 'support': 17}, 'Normal': {'precision': 0.25, 'recall': 1.0, 'f1-score': 0.4, 'support': 2}, 'micro avg': {'precision': 0.810126582278481, 'recall': 0.810126582278481, 'f1-score': 0.810126582278481, 'support': 79}, 'macro avg': {'precision': 0.7887959866220735, 'recall': 0.7581172056064452, 'f1-score': 0.7029467084639498, 'support': 79}, 'weighted avg': {'precision': 0.8689301892383896, 'recall': 0.810126582278481, 'f1-score': 0.818501911299816, 'support': 79}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8860759735107422,"{'Basal': {'precision': 1.0, 'recall': 0.8461538461538461, 'f1-score': 0.9166666666666666, 'support': 13}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.8333333333333334, 'f1-score': 0.8333333333333334, 'support': 6}, 'LumA': {'precision': 0.8863636363636364, 'recall': 0.9512195121951219, 'f1-score': 0.9176470588235294, 'support': 41}, 'LumB': {'precision': 0.8235294117647058, 'recall': 0.8235294117647058, 'f1-score': 0.8235294117647058, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8860759493670886, 'recall': 0.8860759493670886, 'f1-score': 0.8860759493670886, 'support': 79}, 'macro avg': {'precision': 0.908645276292335, 'recall': 0.7908472206894015, 'f1-score': 0.8315686274509805, 'support': 79}, 'weighted avg': {'precision': 0.890391254315305, 'recall': 0.8860759493670886, 'f1-score': 0.8844750558451226, 'support': 79}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.8227847814559937,"{'Basal': {'precision': 0.8125, 'recall': 1.0, 'f1-score': 0.896551724137931, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.16666666666666666, 'f1-score': 0.2857142857142857, 'support': 6}, 'LumA': {'precision': 0.9024390243902439, 'recall': 0.9024390243902439, 'f1-score': 0.9024390243902439, 'support': 41}, 'LumB': {'precision': 0.8125, 'recall': 0.7647058823529411, 'f1-score': 0.787878787878788, 'support': 17}, 'Normal': {'precision': 0.2, 'recall': 0.5, 'f1-score': 0.28571428571428575, 'support': 2}, 'micro avg': {'precision': 0.8227848101265823, 'recall': 0.8227848101265823, 'f1-score': 0.8227848101265823, 'support': 79}, 'macro avg': {'precision': 0.7454878048780488, 'recall': 0.6667623146819703, 'f1-score': 0.6316596215671069, 'support': 79}, 'weighted avg': {'precision': 0.8579113924050633, 'recall': 0.8227848101265823, 'f1-score': 0.81436488725882, 'support': 79}}",0.8197519,300,100,256,100,0.01,0.4,0.8,True,False,False,categorical_crossentropy,binary_crossentropy
