,Fold,accuracy,other_metrics,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8571428656578064,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.7142857142857143, 'recall': 0.7142857142857143, 'f1-score': 0.7142857142857143, 'support': 7}, 'LumA': {'precision': 0.8695652173913043, 'recall': 0.9523809523809523, 'f1-score': 0.909090909090909, 'support': 42}, 'LumB': {'precision': 0.8, 'recall': 0.6666666666666666, 'f1-score': 0.7272727272727272, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.8571428571428571, 'recall': 0.8571428571428571, 'f1-score': 0.8571428571428571, 'support': 84}, 'macro avg': {'precision': 0.8634368530020703, 'recall': 0.7333333333333334, 'f1-score': 0.7632333184057322, 'support': 84}, 'weighted avg': {'precision': 0.8570048309178744, 'recall': 0.8571428571428571, 'f1-score': 0.8486901030004478, 'support': 84}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7976190447807312,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.5714285714285714, 'f1-score': 0.6153846153846153, 'support': 7}, 'LumA': {'precision': 0.8222222222222222, 'recall': 0.8809523809523809, 'f1-score': 0.8505747126436781, 'support': 42}, 'LumB': {'precision': 0.6875, 'recall': 0.6111111111111112, 'f1-score': 0.6470588235294118, 'support': 18}, 'Normal': {'precision': 0.3333333333333333, 'recall': 0.3333333333333333, 'f1-score': 0.3333333333333333, 'support': 3}, 'micro avg': {'precision': 0.7976190476190477, 'recall': 0.7976190476190477, 'f1-score': 0.7976190476190477, 'support': 84}, 'macro avg': {'precision': 0.7019444444444445, 'recall': 0.6793650793650794, 'f1-score': 0.6892702969782077, 'support': 84}, 'weighted avg': {'precision': 0.7925595238095237, 'recall': 0.7976190476190477, 'f1-score': 0.7937962983601929, 'support': 84}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8809523582458496,"{'Basal': {'precision': 1.0, 'recall': 0.8571428571428571, 'f1-score': 0.923076923076923, 'support': 14}, 'Her2': {'precision': 0.6, 'recall': 0.8571428571428571, 'f1-score': 0.7058823529411764, 'support': 7}, 'LumA': {'precision': 0.9111111111111111, 'recall': 0.9761904761904762, 'f1-score': 0.9425287356321839, 'support': 42}, 'LumB': {'precision': 0.9230769230769231, 'recall': 0.6666666666666666, 'f1-score': 0.7741935483870968, 'support': 18}, 'Normal': {'precision': 0.75, 'recall': 1.0, 'f1-score': 0.8571428571428571, 'support': 3}, 'micro avg': {'precision': 0.8809523809523809, 'recall': 0.8809523809523809, 'f1-score': 0.8809523809523809, 'support': 84}, 'macro avg': {'precision': 0.8368376068376069, 'recall': 0.8714285714285713, 'f1-score': 0.8405648834360473, 'support': 84}, 'weighted avg': {'precision': 0.8968101343101343, 'recall': 0.8809523809523809, 'f1-score': 0.8804449134834904, 'support': 84}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8214285969734192,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8, 'recall': 0.5714285714285714, 'f1-score': 0.6666666666666666, 'support': 7}, 'LumA': {'precision': 0.8085106382978723, 'recall': 0.9047619047619048, 'f1-score': 0.853932584269663, 'support': 42}, 'LumB': {'precision': 0.6875, 'recall': 0.6111111111111112, 'f1-score': 0.6470588235294118, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 3}, 'micro avg': {'precision': 0.8214285714285714, 'recall': 0.8214285714285714, 'f1-score': 0.8214285714285714, 'support': 84}, 'macro avg': {'precision': 0.8592021276595745, 'recall': 0.7507936507936508, 'f1-score': 0.7935316148931483, 'support': 84}, 'weighted avg': {'precision': 0.8206243667679838, 'recall': 0.8214285714285714, 'f1-score': 0.8164154051133563, 'support': 84}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.9047619104385376,"{'Basal': {'precision': 0.9333333333333333, 'recall': 1.0, 'f1-score': 0.9655172413793104, 'support': 14}, 'Her2': {'precision': 0.8333333333333334, 'recall': 0.7142857142857143, 'f1-score': 0.7692307692307692, 'support': 7}, 'LumA': {'precision': 0.8936170212765957, 'recall': 1.0, 'f1-score': 0.9438202247191011, 'support': 42}, 'LumB': {'precision': 0.9333333333333333, 'recall': 0.7777777777777778, 'f1-score': 0.8484848484848485, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.3333333333333333, 'f1-score': 0.5, 'support': 3}, 'micro avg': {'precision': 0.9047619047619048, 'recall': 0.9047619047619048, 'f1-score': 0.9047619047619048, 'support': 84}, 'macro avg': {'precision': 0.9187234042553192, 'recall': 0.7650793650793651, 'f1-score': 0.805410616762806, 'support': 84}, 'weighted avg': {'precision': 0.9075227963525835, 'recall': 0.9047619047619048, 'f1-score': 0.8966075413673245, 'support': 84}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
5,6,0.8888888955116272,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 14}, 'Her2': {'precision': 0.8571428571428571, 'recall': 1.0, 'f1-score': 0.923076923076923, 'support': 6}, 'LumA': {'precision': 0.8333333333333334, 'recall': 0.975609756097561, 'f1-score': 0.8988764044943819, 'support': 41}, 'LumB': {'precision': 1.0, 'recall': 0.6111111111111112, 'f1-score': 0.7586206896551725, 'support': 18}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8888888888888888, 'recall': 0.8888888888888888, 'f1-score': 0.8888888888888888, 'support': 81}, 'macro avg': {'precision': 0.9380952380952381, 'recall': 0.8173441734417345, 'f1-score': 0.8494481367786288, 'support': 81}, 'weighted avg': {'precision': 0.9050558495002939, 'recall': 0.8888888888888888, 'f1-score': 0.8812456774056497, 'support': 81}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
6,7,0.8987341523170471,"{'Basal': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 1.0, 'f1-score': 1.0, 'support': 6}, 'LumA': {'precision': 0.9024390243902439, 'recall': 0.9024390243902439, 'f1-score': 0.9024390243902439, 'support': 41}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.8235294117647058, 'f1-score': 0.7999999999999999, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8987341772151899, 'recall': 0.8987341772151899, 'f1-score': 0.8987341772151899, 'support': 79}, 'macro avg': {'precision': 0.9360433604336043, 'recall': 0.8451936872309899, 'f1-score': 0.8738211382113821, 'support': 79}, 'weighted avg': {'precision': 0.9015471167369903, 'recall': 0.8987341772151899, 'f1-score': 0.8978902953586496, 'support': 79}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
7,8,0.8481012582778931,"{'Basal': {'precision': 0.8666666666666667, 'recall': 1.0, 'f1-score': 0.9285714285714286, 'support': 13}, 'Her2': {'precision': 0.6666666666666666, 'recall': 0.3333333333333333, 'f1-score': 0.4444444444444444, 'support': 6}, 'LumA': {'precision': 0.8837209302325582, 'recall': 0.926829268292683, 'f1-score': 0.9047619047619047, 'support': 41}, 'LumB': {'precision': 0.7777777777777778, 'recall': 0.8235294117647058, 'f1-score': 0.7999999999999999, 'support': 17}, 'Normal': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 2}, 'micro avg': {'precision': 0.8481012658227848, 'recall': 0.8481012658227848, 'f1-score': 0.8481012658227848, 'support': 79}, 'macro avg': {'precision': 0.6389664082687337, 'recall': 0.6167384026781445, 'f1-score': 0.6155555555555555, 'support': 79}, 'weighted avg': {'precision': 0.8192588231446049, 'recall': 0.8481012658227848, 'f1-score': 0.8282700421940927, 'support': 79}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
8,9,0.8607594966888428,"{'Basal': {'precision': 0.9230769230769231, 'recall': 0.9230769230769231, 'f1-score': 0.9230769230769231, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.6666666666666666, 'f1-score': 0.8, 'support': 6}, 'LumA': {'precision': 0.8636363636363636, 'recall': 0.926829268292683, 'f1-score': 0.8941176470588236, 'support': 41}, 'LumB': {'precision': 0.7647058823529411, 'recall': 0.7647058823529411, 'f1-score': 0.7647058823529412, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.8607594936708861, 'recall': 0.8607594936708861, 'f1-score': 0.8607594936708861, 'support': 79}, 'macro avg': {'precision': 0.9102838338132455, 'recall': 0.7562557480778428, 'f1-score': 0.8097134238310708, 'support': 79}, 'weighted avg': {'precision': 0.8659378596087457, 'recall': 0.8607594936708861, 'f1-score': 0.8581285678828494, 'support': 79}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
9,10,0.9113923907279968,"{'Basal': {'precision': 0.9285714285714286, 'recall': 1.0, 'f1-score': 0.962962962962963, 'support': 13}, 'Her2': {'precision': 1.0, 'recall': 0.8333333333333334, 'f1-score': 0.9090909090909091, 'support': 6}, 'LumA': {'precision': 0.9090909090909091, 'recall': 0.975609756097561, 'f1-score': 0.9411764705882352, 'support': 41}, 'LumB': {'precision': 0.8666666666666667, 'recall': 0.7647058823529411, 'f1-score': 0.8125, 'support': 17}, 'Normal': {'precision': 1.0, 'recall': 0.5, 'f1-score': 0.6666666666666666, 'support': 2}, 'micro avg': {'precision': 0.9113924050632911, 'recall': 0.9113924050632911, 'f1-score': 0.9113924050632911, 'support': 79}, 'macro avg': {'precision': 0.9408658008658008, 'recall': 0.8147297943567672, 'f1-score': 0.8584794018617548, 'support': 79}, 'weighted avg': {'precision': 0.9123732807277112, 'recall': 0.9113924050632911, 'f1-score': 0.9076852227913286, 'support': 79}}",0.86697805,300,100,128,100,0.001,0.6,0.6,True,False,False,categorical_crossentropy,binary_crossentropy
